#Coverage	Number of genomic locations
113.0	1498.0
114.0	1441.0
115.0	1383.0
116.0	1204.0
117.0	1093.0
118.0	1148.0
119.0	1094.0
120.0	1068.0
121.0	992.0
122.0	942.0
123.0	865.0
124.0	831.0
125.0	894.0
126.0	730.0
127.0	665.0
128.0	665.0
129.0	705.0
130.0	672.0
131.0	588.0
132.0	626.0
133.0	627.0
134.0	681.0
135.0	553.0
136.0	564.0
137.0	499.0
138.0	457.0
139.0	482.0
140.0	460.0
141.0	389.0
142.0	410.0
143.0	382.0
144.0	391.0
145.0	393.0
146.0	438.0
147.0	410.0
148.0	397.0
149.0	407.0
150.0	393.0
151.0	375.0
152.0	420.0
153.0	333.0
154.0	389.0
155.0	358.0
156.0	388.0
157.0	381.0
158.0	335.0
159.0	324.0
160.0	340.0
161.0	282.0
162.0	344.0
163.0	274.0
164.0	284.0
165.0	305.0
166.0	274.0
167.0	271.0
168.0	274.0
169.0	280.0
170.0	249.0
171.0	227.0
172.0	251.0
173.0	224.0
174.0	233.0
175.0	213.0
176.0	215.0
177.0	182.0
178.0	244.0
179.0	280.0
180.0	242.0
181.0	256.0
182.0	247.0
183.0	246.0
184.0	261.0
185.0	185.0
186.0	198.0
187.0	190.0
188.0	204.0
189.0	185.0
190.0	186.0
191.0	186.0
192.0	168.0
193.0	187.0
194.0	185.0
195.0	188.0
196.0	217.0
197.0	215.0
198.0	236.0
199.0	253.0
200.0	158.0
201.0	235.0
202.0	227.0
203.0	201.0
204.0	233.0
205.0	184.0
206.0	202.0
207.0	229.0
208.0	230.0
209.0	172.0
210.0	208.0
211.0	207.0
212.0	209.0
213.0	174.0
214.0	175.0
215.0	182.0
216.0	174.0
217.0	169.0
218.0	180.0
219.0	178.0
220.0	189.0
221.0	183.0
222.0	196.0
223.0	193.0
224.0	166.0
225.0	202.0
226.0	163.0
227.0	162.0
228.0	174.0
229.0	155.0
230.0	138.0
231.0	165.0
232.0	171.0
233.0	160.0
234.0	155.0
235.0	153.0
236.0	155.0
237.0	154.0
238.0	170.0
239.0	170.0
240.0	170.0
241.0	165.0
242.0	150.0
243.0	131.0
244.0	124.0
245.0	127.0
246.0	121.0
247.0	128.0
248.0	139.0
249.0	158.0
250.0	148.0
251.0	152.0
252.0	156.0
253.0	140.0
254.0	131.0
255.0	138.0
256.0	124.0
257.0	135.0
258.0	101.0
259.0	135.0
260.0	127.0
261.0	124.0
262.0	103.0
263.0	107.0
264.0	117.0
265.0	116.0
266.0	100.0
267.0	118.0
268.0	114.0
269.0	127.0
270.0	126.0
271.0	111.0
272.0	131.0
273.0	136.0
274.0	140.0
275.0	139.0
276.0	152.0
277.0	132.0
278.0	139.0
279.0	150.0
280.0	158.0
281.0	123.0
282.0	143.0
283.0	114.0
284.0	161.0
285.0	108.0
286.0	143.0
287.0	150.0
288.0	114.0
289.0	102.0
290.0	140.0
291.0	116.0
292.0	148.0
293.0	118.0
294.0	123.0
295.0	109.0
296.0	85.0
297.0	115.0
298.0	130.0
299.0	107.0
300.0	131.0
301.0	119.0
302.0	135.0
303.0	103.0
304.0	90.0
305.0	88.0
306.0	99.0
307.0	77.0
308.0	99.0
309.0	74.0
310.0	75.0
311.0	70.0
312.0	83.0
313.0	69.0
314.0	90.0
315.0	94.0
316.0	99.0
317.0	110.0
318.0	97.0
319.0	93.0
320.0	69.0
321.0	80.0
322.0	76.0
323.0	62.0
324.0	66.0
325.0	54.0
326.0	75.0
327.0	83.0
328.0	60.0
329.0	76.0
330.0	88.0
331.0	67.0
332.0	92.0
333.0	52.0
334.0	50.0
335.0	56.0
336.0	72.0
337.0	81.0
338.0	73.0
339.0	74.0
340.0	67.0
341.0	59.0
342.0	47.0
343.0	50.0
344.0	58.0
345.0	67.0
346.0	69.0
347.0	68.0
348.0	76.0
349.0	89.0
350.0	59.0
351.0	66.0
352.0	69.0
353.0	66.0
354.0	52.0
355.0	70.0
356.0	67.0
357.0	56.0
358.0	61.0
359.0	47.0
360.0	51.0
361.0	42.0
362.0	40.0
363.0	50.0
364.0	39.0
365.0	47.0
366.0	44.0
367.0	34.0
368.0	46.0
369.0	41.0
370.0	43.0
371.0	37.0
372.0	48.0
373.0	51.0
374.0	56.0
375.0	45.0
376.0	44.0
377.0	49.0
378.0	42.0
379.0	46.0
380.0	37.0
381.0	35.0
382.0	47.0
383.0	42.0
384.0	43.0
385.0	50.0
386.0	45.0
387.0	41.0
388.0	54.0
389.0	46.0
390.0	34.0
391.0	40.0
392.0	33.0
393.0	32.0
394.0	31.0
395.0	34.0
396.0	48.0
397.0	43.0
398.0	30.0
399.0	23.0
400.0	36.0
401.0	27.0
402.0	31.0
403.0	29.0
404.0	28.0
405.0	26.0
406.0	25.0
407.0	26.0
408.0	36.0
409.0	40.0
410.0	25.0
411.0	22.0
412.0	16.0
413.0	22.0
414.0	18.0
415.0	12.0
416.0	16.0
417.0	16.0
418.0	25.0
419.0	24.0
420.0	38.0
421.0	23.0
422.0	40.0
423.0	30.0
424.0	17.0
425.0	29.0
426.0	32.0
427.0	20.0
428.0	20.0
429.0	15.0
430.0	19.0
431.0	22.0
432.0	28.0
433.0	25.0
434.0	16.0
435.0	18.0
436.0	21.0
437.0	22.0
438.0	11.0
439.0	12.0
440.0	19.0
441.0	21.0
442.0	28.0
443.0	24.0
444.0	28.0
445.0	15.0
446.0	25.0
447.0	23.0
448.0	23.0
449.0	19.0
450.0	13.0
451.0	6.0
452.0	9.0
453.0	20.0
454.0	18.0
455.0	30.0
456.0	22.0
457.0	19.0
458.0	16.0
459.0	13.0
460.0	26.0
461.0	19.0
462.0	22.0
463.0	20.0
464.0	21.0
465.0	21.0
466.0	25.0
467.0	15.0
468.0	20.0
469.0	15.0
470.0	19.0
471.0	16.0
472.0	18.0
473.0	22.0
474.0	10.0
475.0	16.0
476.0	12.0
477.0	26.0
478.0	14.0
479.0	17.0
480.0	11.0
481.0	9.0
482.0	14.0
483.0	12.0
484.0	5.0
485.0	5.0
486.0	4.0
487.0	4.0
488.0	8.0
489.0	5.0
490.0	10.0
491.0	10.0
492.0	9.0
493.0	4.0
494.0	6.0
495.0	13.0
496.0	11.0
497.0	7.0
498.0	14.0
499.0	6.0
500.0	7.0
501.0	6.0
502.0	11.0
503.0	6.0
504.0	6.0
505.0	9.0
506.0	12.0
507.0	4.0
508.0	3.0
509.0	7.0
510.0	9.0
511.0	7.0
512.0	7.0
513.0	10.0
514.0	13.0
515.0	10.0
516.0	9.0
517.0	5.0
518.0	10.0
519.0	5.0
520.0	4.0
521.0	8.0
522.0	7.0
523.0	17.0
524.0	11.0
525.0	7.0
526.0	7.0
527.0	16.0
528.0	5.0
529.0	19.0
530.0	13.0
531.0	13.0
532.0	14.0
533.0	15.0
534.0	14.0
535.0	12.0
536.0	7.0
537.0	12.0
538.0	6.0
539.0	10.0
540.0	8.0
541.0	6.0
542.0	6.0
543.0	9.0
544.0	14.0
545.0	4.0
546.0	10.0
547.0	11.0
548.0	15.0
549.0	12.0
550.0	19.0
551.0	6.0
552.0	9.0
553.0	15.0
554.0	10.0
555.0	8.0
556.0	12.0
557.0	11.0
558.0	11.0
559.0	15.0
560.0	18.0
561.0	19.0
562.0	15.0
563.0	17.0
564.0	6.0
565.0	12.0
566.0	18.0
567.0	16.0
568.0	19.0
569.0	14.0
570.0	12.0
571.0	18.0
572.0	16.0
573.0	8.0
574.0	7.0
575.0	8.0
576.0	9.0
577.0	9.0
578.0	11.0
579.0	12.0
580.0	9.0
581.0	17.0
582.0	10.0
583.0	10.0
584.0	8.0
585.0	8.0
586.0	13.0
587.0	13.0
588.0	5.0
589.0	10.0
590.0	12.0
591.0	12.0
592.0	16.0
593.0	14.0
594.0	13.0
595.0	21.0
596.0	12.0
597.0	9.0
598.0	6.0
599.0	13.0
600.0	10.0
601.0	13.0
602.0	11.0
603.0	4.0
604.0	8.0
605.0	6.0
606.0	12.0
607.0	7.0
608.0	9.0
609.0	9.0
610.0	6.0
611.0	5.0
612.0	3.0
613.0	5.0
614.0	11.0
615.0	11.0
616.0	7.0
617.0	7.0
618.0	8.0
619.0	10.0
620.0	12.0
621.0	13.0
622.0	10.0
623.0	7.0
624.0	6.0
625.0	11.0
626.0	6.0
627.0	7.0
628.0	5.0
629.0	7.0
630.0	9.0
631.0	13.0
632.0	6.0
633.0	4.0
634.0	11.0
635.0	7.0
636.0	5.0
637.0	9.0
638.0	5.0
639.0	10.0
640.0	6.0
641.0	4.0
642.0	7.0
643.0	3.0
644.0	6.0
645.0	8.0
646.0	12.0
647.0	5.0
648.0	7.0
649.0	10.0
650.0	12.0
651.0	4.0
652.0	10.0
653.0	5.0
654.0	3.0
655.0	3.0
656.0	4.0
657.0	9.0
658.0	2.0
659.0	3.0
660.0	2.0
661.0	1.0
662.0	4.0
663.0	5.0
664.0	2.0
665.0	2.0
666.0	6.0
667.0	2.0
668.0	7.0
669.0	3.0
670.0	2.0
671.0	5.0
672.0	3.0
673.0	8.0
674.0	5.0
675.0	7.0
676.0	3.0
677.0	3.0
678.0	3.0
679.0	5.0
680.0	5.0
681.0	5.0
682.0	4.0
683.0	4.0
684.0	4.0
685.0	4.0
686.0	1.0
687.0	3.0
688.0	7.0
689.0	7.0
690.0	8.0
691.0	4.0
692.0	4.0
693.0	13.0
694.0	8.0
695.0	9.0
696.0	13.0
697.0	9.0
698.0	7.0
699.0	7.0
700.0	9.0
701.0	7.0
702.0	10.0
703.0	13.0
704.0	10.0
705.0	8.0
706.0	8.0
707.0	6.0
708.0	9.0
709.0	12.0
710.0	12.0
711.0	14.0
712.0	13.0
713.0	11.0
714.0	15.0
715.0	11.0
716.0	15.0
717.0	12.0
718.0	8.0
719.0	13.0
720.0	14.0
721.0	5.0
722.0	11.0
723.0	7.0
724.0	10.0
725.0	11.0
726.0	12.0
727.0	6.0
728.0	11.0
729.0	8.0
730.0	5.0
731.0	9.0
732.0	9.0
733.0	14.0
734.0	10.0
735.0	5.0
736.0	8.0
737.0	8.0
738.0	7.0
739.0	3.0
740.0	3.0
741.0	6.0
742.0	3.0
743.0	8.0
744.0	5.0
745.0	7.0
746.0	6.0
747.0	10.0
748.0	11.0
749.0	8.0
750.0	8.0
751.0	5.0
752.0	4.0
753.0	6.0
754.0	8.0
755.0	10.0
756.0	9.0
757.0	12.0
758.0	7.0
759.0	5.0
760.0	6.0
761.0	4.0
762.0	8.0
763.0	7.0
764.0	3.0
765.0	4.0
766.0	7.0
767.0	5.0
768.0	10.0
769.0	8.0
770.0	9.0
771.0	5.0
772.0	7.0
773.0	7.0
774.0	5.0
775.0	7.0
776.0	7.0
777.0	9.0
778.0	7.0
779.0	8.0
780.0	7.0
781.0	7.0
782.0	3.0
783.0	10.0
784.0	7.0
785.0	9.0
786.0	2.0
787.0	8.0
788.0	5.0
789.0	8.0
790.0	5.0
791.0	7.0
792.0	10.0
793.0	7.0
794.0	8.0
795.0	14.0
796.0	7.0
797.0	10.0
798.0	19.0
799.0	13.0
800.0	13.0
801.0	13.0
802.0	7.0
803.0	10.0
804.0	18.0
805.0	12.0
806.0	15.0
807.0	11.0
808.0	13.0
809.0	16.0
810.0	9.0
811.0	11.0
812.0	10.0
813.0	12.0
814.0	14.0
815.0	17.0
816.0	25.0
817.0	18.0
818.0	26.0
819.0	25.0
820.0	32.0
821.0	16.0
822.0	24.0
823.0	23.0
824.0	17.0
825.0	19.0
826.0	14.0
827.0	15.0
828.0	22.0
829.0	10.0
830.0	26.0
831.0	17.0
832.0	13.0
833.0	22.0
834.0	18.0
835.0	19.0
836.0	21.0
837.0	24.0
838.0	21.0
839.0	22.0
840.0	21.0
841.0	15.0
842.0	19.0
843.0	21.0
844.0	15.0
845.0	24.0
846.0	22.0
847.0	18.0
848.0	21.0
849.0	17.0
850.0	23.0
851.0	21.0
852.0	32.0
853.0	18.0
854.0	19.0
855.0	22.0
856.0	20.0
857.0	21.0
858.0	18.0
859.0	17.0
860.0	25.0
861.0	22.0
862.0	16.0
863.0	17.0
864.0	11.0
865.0	15.0
866.0	15.0
867.0	20.0
868.0	23.0
869.0	15.0
870.0	12.0
871.0	19.0
872.0	15.0
873.0	24.0
874.0	12.0
875.0	9.0
876.0	18.0
877.0	12.0
878.0	16.0
879.0	12.0
880.0	12.0
881.0	13.0
882.0	20.0
883.0	14.0
884.0	17.0
885.0	12.0
886.0	18.0
887.0	9.0
888.0	19.0
889.0	14.0
890.0	15.0
891.0	21.0
892.0	20.0
893.0	11.0
894.0	15.0
895.0	19.0
896.0	18.0
897.0	25.0
898.0	16.0
899.0	28.0
900.0	13.0
901.0	16.0
902.0	18.0
903.0	26.0
904.0	20.0
905.0	15.0
906.0	26.0
907.0	26.0
908.0	23.0
909.0	17.0
910.0	19.0
911.0	19.0
912.0	21.0
913.0	15.0
914.0	30.0
915.0	21.0
916.0	24.0
917.0	22.0
918.0	27.0
919.0	18.0
920.0	18.0
921.0	24.0
922.0	34.0
923.0	37.0
924.0	29.0
925.0	25.0
926.0	22.0
927.0	27.0
928.0	21.0
929.0	27.0
930.0	27.0
931.0	15.0
932.0	22.0
933.0	27.0
934.0	26.0
935.0	24.0
936.0	31.0
937.0	22.0
938.0	18.0
939.0	20.0
940.0	31.0
941.0	22.0
942.0	20.0
943.0	21.0
944.0	21.0
945.0	16.0
946.0	26.0
947.0	28.0
948.0	27.0
949.0	24.0
950.0	35.0
951.0	22.0
952.0	30.0
953.0	30.0
954.0	22.0
955.0	26.0
956.0	29.0
957.0	26.0
958.0	24.0
959.0	27.0
960.0	22.0
961.0	27.0
962.0	36.0
963.0	42.0
964.0	23.0
965.0	23.0
966.0	17.0
967.0	29.0
968.0	27.0
969.0	30.0
970.0	14.0
971.0	17.0
972.0	15.0
973.0	19.0
974.0	27.0
975.0	19.0
976.0	20.0
977.0	21.0
978.0	21.0
979.0	23.0
980.0	25.0
981.0	24.0
982.0	17.0
983.0	21.0
984.0	17.0
985.0	28.0
986.0	20.0
987.0	23.0
988.0	32.0
989.0	13.0
990.0	18.0
991.0	20.0
992.0	28.0
993.0	23.0
994.0	26.0
995.0	27.0
996.0	22.0
997.0	22.0
998.0	29.0
999.0	22.0
1000.0	21.0
1001.0	14.0
1002.0	22.0
1003.0	21.0
1004.0	21.0
1005.0	35.0
1006.0	31.0
1007.0	27.0
1008.0	21.0
1009.0	22.0
1010.0	18.0
1011.0	18.0
1012.0	27.0
1013.0	19.0
1014.0	26.0
1015.0	25.0
1016.0	26.0
1017.0	26.0
1018.0	32.0
1019.0	35.0
1020.0	25.0
1021.0	25.0
1022.0	31.0
1023.0	27.0
1024.0	19.0
1025.0	29.0
1026.0	20.0
1027.0	28.0
1028.0	21.0
1029.0	26.0
1030.0	28.0
1031.0	19.0
1032.0	27.0
1033.0	26.0
1034.0	33.0
1035.0	22.0
1036.0	29.0
1037.0	25.0
1038.0	27.0
1039.0	38.0
1040.0	24.0
1041.0	28.0
1042.0	25.0
1043.0	24.0
1044.0	31.0
1045.0	27.0
1046.0	24.0
1047.0	25.0
1048.0	29.0
1049.0	26.0
1050.0	27.0
1051.0	27.0
1052.0	27.0
1053.0	30.0
1054.0	18.0
1055.0	17.0
1056.0	19.0
1057.0	15.0
1058.0	26.0
1059.0	19.0
1060.0	23.0
1061.0	28.0
1062.0	24.0
1063.0	18.0
1064.0	27.0
1065.0	36.0
1066.0	22.0
1067.0	30.0
1068.0	45.0
1069.0	26.0
1070.0	30.0
1071.0	30.0
1072.0	31.0
1073.0	30.0
1074.0	30.0
1075.0	42.0
1076.0	31.0
1077.0	26.0
1078.0	28.0
1079.0	27.0
1080.0	25.0
1081.0	21.0
1082.0	25.0
1083.0	26.0
1084.0	34.0
1085.0	21.0
1086.0	21.0
1087.0	30.0
1088.0	17.0
1089.0	21.0
1090.0	30.0
1091.0	30.0
1092.0	30.0
1093.0	19.0
1094.0	21.0
1095.0	20.0
1096.0	20.0
1097.0	31.0
1098.0	27.0
1099.0	26.0
1100.0	26.0
1101.0	25.0
1102.0	18.0
1103.0	16.0
1104.0	22.0
1105.0	24.0
1106.0	18.0
1107.0	25.0
1108.0	10.0
1109.0	23.0
1110.0	17.0
1111.0	10.0
1112.0	14.0
1113.0	25.0
1114.0	12.0
1115.0	24.0
1116.0	27.0
1117.0	29.0
1118.0	26.0
1119.0	26.0
1120.0	20.0
1121.0	21.0
1122.0	22.0
1123.0	20.0
1124.0	18.0
1125.0	26.0
1126.0	19.0
1127.0	19.0
1128.0	22.0
1129.0	27.0
1130.0	33.0
1131.0	15.0
1132.0	27.0
1133.0	23.0
1134.0	26.0
1135.0	23.0
1136.0	33.0
1137.0	30.0
1138.0	27.0
1139.0	33.0
1140.0	24.0
1141.0	29.0
1142.0	25.0
1143.0	29.0
1144.0	29.0
1145.0	31.0
1146.0	27.0
1147.0	30.0
1148.0	18.0
1149.0	22.0
1150.0	21.0
1151.0	29.0
1152.0	20.0
1153.0	19.0
1154.0	18.0
1155.0	34.0
1156.0	20.0
1157.0	17.0
1158.0	28.0
1159.0	22.0
1160.0	35.0
1161.0	26.0
1162.0	15.0
1163.0	19.0
1164.0	26.0
1165.0	22.0
1166.0	24.0
1167.0	23.0
1168.0	24.0
1169.0	21.0
1170.0	24.0
1171.0	24.0
1172.0	18.0
1173.0	28.0
1174.0	19.0
1175.0	17.0
1176.0	20.0
1177.0	25.0
1178.0	23.0
1179.0	48.0
1180.0	19.0
1181.0	33.0
1182.0	26.0
1183.0	27.0
1184.0	30.0
1185.0	26.0
1186.0	26.0
1187.0	24.0
1188.0	15.0
1189.0	23.0
1190.0	24.0
1191.0	16.0
1192.0	37.0
1193.0	19.0
1194.0	19.0
1195.0	18.0
1196.0	27.0
1197.0	21.0
1198.0	18.0
1199.0	37.0
1200.0	40.0
1201.0	24.0
1202.0	21.0
1203.0	28.0
1204.0	18.0
1205.0	27.0
1206.0	10.0
1207.0	29.0
1208.0	20.0
1209.0	13.0
1210.0	20.0
1211.0	27.0
1212.0	19.0
1213.0	18.0
1214.0	15.0
1215.0	18.0
1216.0	22.0
1217.0	30.0
1218.0	21.0
1219.0	20.0
1220.0	25.0
1221.0	15.0
1222.0	17.0
1223.0	21.0
1224.0	9.0
1225.0	19.0
1226.0	12.0
1227.0	14.0
1228.0	17.0
1229.0	12.0
1230.0	10.0
1231.0	19.0
1232.0	18.0
1233.0	18.0
1234.0	9.0
1235.0	11.0
1236.0	13.0
1237.0	19.0
1238.0	22.0
1239.0	15.0
1240.0	12.0
1241.0	15.0
1242.0	17.0
1243.0	19.0
1244.0	9.0
1245.0	14.0
1246.0	13.0
1247.0	12.0
1248.0	15.0
1249.0	7.0
1250.0	10.0
1251.0	11.0
1252.0	15.0
1253.0	9.0
1254.0	13.0
1255.0	19.0
1256.0	20.0
1257.0	16.0
1258.0	15.0
1259.0	15.0
1260.0	13.0
1261.0	23.0
1262.0	20.0
1263.0	18.0
1264.0	26.0
1265.0	19.0
1266.0	7.0
1267.0	14.0
1268.0	20.0
1269.0	18.0
1270.0	19.0
1271.0	9.0
1272.0	13.0
1273.0	19.0
1274.0	20.0
1275.0	17.0
1276.0	17.0
1277.0	15.0
1278.0	17.0
1279.0	11.0
1280.0	13.0
1281.0	12.0
1282.0	18.0
1283.0	16.0
1284.0	11.0
1285.0	16.0
1286.0	18.0
1287.0	9.0
1288.0	21.0
1289.0	15.0
1290.0	10.0
1291.0	14.0
1292.0	13.0
1293.0	8.0
1294.0	9.0
1295.0	19.0
1296.0	11.0
1297.0	12.0
1298.0	18.0
1299.0	12.0
1300.0	8.0
1301.0	7.0
1302.0	9.0
1303.0	10.0
1304.0	13.0
1305.0	9.0
1306.0	10.0
1307.0	9.0
1308.0	10.0
1309.0	10.0
1310.0	8.0
1311.0	11.0
1312.0	6.0
1313.0	10.0
1314.0	15.0
1315.0	6.0
1316.0	9.0
1317.0	8.0
1318.0	8.0
1319.0	11.0
1320.0	13.0
1321.0	9.0
1322.0	10.0
1323.0	10.0
1324.0	19.0
1325.0	8.0
1326.0	12.0
1327.0	9.0
1328.0	12.0
1329.0	22.0
1330.0	11.0
1331.0	18.0
1332.0	14.0
1333.0	19.0
1334.0	12.0
1335.0	13.0
1336.0	15.0
1337.0	15.0
1338.0	9.0
1339.0	14.0
1340.0	12.0
1341.0	10.0
1342.0	11.0
1343.0	16.0
1344.0	9.0
1345.0	20.0
1346.0	19.0
1347.0	7.0
1348.0	7.0
1349.0	12.0
1350.0	13.0
1351.0	4.0
1352.0	7.0
1353.0	9.0
1354.0	7.0
1355.0	11.0
1356.0	10.0
1357.0	10.0
1358.0	5.0
1359.0	7.0
1360.0	10.0
1361.0	10.0
1362.0	15.0
1363.0	8.0
1364.0	11.0
1365.0	13.0
1366.0	7.0
1367.0	11.0
1368.0	10.0
1369.0	7.0
1370.0	9.0
1371.0	7.0
1372.0	6.0
1373.0	5.0
1374.0	10.0
1375.0	8.0
1376.0	8.0
1377.0	9.0
1378.0	12.0
1379.0	14.0
1380.0	5.0
1381.0	7.0
1382.0	8.0
1383.0	5.0
1384.0	9.0
1385.0	5.0
1386.0	6.0
1387.0	7.0
1388.0	7.0
1389.0	6.0
1390.0	7.0
1391.0	7.0
1392.0	9.0
1393.0	7.0
1394.0	8.0
1395.0	12.0
1396.0	14.0
1397.0	12.0
1398.0	9.0
1399.0	9.0
1400.0	7.0
1401.0	13.0
1402.0	9.0
1403.0	15.0
1404.0	10.0
1405.0	17.0
1406.0	7.0
1407.0	14.0
1408.0	12.0
1409.0	8.0
1410.0	10.0
1411.0	8.0
1412.0	11.0
1413.0	11.0
1414.0	4.0
1415.0	9.0
1416.0	8.0
1417.0	5.0
1418.0	7.0
1419.0	5.0
1420.0	9.0
1421.0	6.0
1422.0	4.0
1423.0	11.0
1424.0	8.0
1425.0	7.0
1426.0	5.0
1427.0	5.0
1428.0	7.0
1429.0	11.0
1430.0	7.0
1431.0	8.0
1432.0	9.0
1433.0	4.0
1434.0	6.0
1435.0	2.0
1436.0	7.0
1437.0	9.0
1438.0	6.0
1439.0	8.0
1440.0	7.0
1441.0	8.0
1442.0	6.0
1443.0	11.0
1444.0	5.0
1445.0	7.0
1446.0	16.0
1447.0	4.0
1448.0	7.0
1449.0	8.0
1450.0	6.0
1451.0	9.0
1452.0	9.0
1453.0	3.0
1454.0	3.0
1455.0	8.0
1456.0	7.0
1457.0	6.0
1458.0	9.0
1459.0	9.0
1460.0	8.0
1461.0	8.0
1462.0	4.0
1463.0	4.0
1464.0	9.0
1465.0	10.0
1466.0	4.0
1467.0	4.0
1468.0	6.0
1469.0	9.0
1470.0	5.0
1471.0	3.0
1472.0	5.0
1473.0	8.0
1474.0	2.0
1475.0	6.0
1476.0	8.0
1477.0	11.0
1478.0	8.0
1479.0	6.0
1480.0	17.0
1481.0	6.0
1482.0	4.0
1483.0	9.0
1484.0	8.0
1485.0	11.0
1486.0	6.0
1487.0	5.0
1488.0	8.0
1489.0	10.0
1490.0	5.0
1491.0	9.0
1492.0	9.0
1493.0	6.0
1494.0	4.0
1495.0	8.0
1496.0	7.0
1497.0	9.0
1498.0	7.0
1499.0	8.0
1500.0	11.0
1501.0	7.0
1502.0	9.0
1503.0	8.0
1504.0	8.0
1505.0	5.0
1506.0	3.0
1507.0	6.0
1508.0	11.0
1509.0	6.0
1510.0	5.0
1511.0	6.0
1512.0	3.0
1513.0	3.0
1514.0	8.0
1515.0	6.0
1516.0	10.0
1517.0	10.0
1518.0	8.0
1519.0	9.0
1520.0	6.0
1521.0	4.0
1522.0	5.0
1523.0	7.0
1524.0	5.0
1525.0	12.0
1526.0	11.0
1527.0	6.0
1528.0	7.0
1529.0	10.0
1530.0	5.0
1531.0	9.0
1532.0	8.0
1533.0	7.0
1534.0	6.0
1535.0	9.0
1536.0	5.0
1537.0	5.0
1538.0	4.0
1539.0	3.0
1540.0	9.0
1541.0	4.0
1542.0	4.0
1543.0	7.0
1544.0	6.0
1545.0	11.0
1546.0	3.0
1547.0	7.0
1548.0	3.0
1549.0	2.0
1550.0	8.0
1551.0	4.0
1552.0	2.0
1553.0	4.0
1554.0	9.0
1555.0	6.0
1556.0	12.0
1557.0	5.0
1558.0	9.0
1559.0	7.0
1560.0	8.0
1561.0	6.0
1562.0	8.0
1563.0	8.0
1564.0	10.0
1565.0	5.0
1566.0	9.0
1567.0	5.0
1568.0	4.0
1569.0	3.0
1570.0	6.0
1571.0	8.0
1572.0	7.0
1573.0	8.0
1574.0	5.0
1575.0	7.0
1576.0	6.0
1577.0	5.0
1579.0	4.0
1580.0	11.0
1581.0	4.0
1582.0	6.0
1583.0	4.0
1584.0	4.0
1585.0	6.0
1586.0	5.0
1587.0	8.0
1588.0	6.0
1589.0	7.0
1590.0	7.0
1591.0	4.0
1592.0	5.0
1593.0	6.0
1594.0	3.0
1595.0	3.0
1596.0	4.0
1597.0	6.0
1598.0	4.0
1599.0	5.0
1600.0	8.0
1601.0	4.0
1602.0	5.0
1603.0	4.0
1604.0	8.0
1605.0	5.0
1606.0	9.0
1607.0	4.0
1608.0	6.0
1609.0	5.0
1610.0	4.0
1611.0	8.0
1612.0	3.0
1613.0	6.0
1614.0	7.0
1615.0	5.0
1616.0	1.0
1617.0	7.0
1618.0	4.0
1619.0	7.0
1620.0	5.0
1621.0	6.0
1622.0	9.0
1623.0	5.0
1624.0	5.0
1625.0	2.0
1626.0	3.0
1627.0	5.0
1628.0	7.0
1629.0	4.0
1630.0	8.0
1631.0	8.0
1632.0	6.0
1633.0	3.0
1634.0	1.0
1635.0	6.0
1636.0	6.0
1637.0	5.0
1638.0	8.0
1639.0	4.0
1640.0	5.0
1641.0	3.0
1642.0	7.0
1643.0	5.0
1644.0	3.0
1645.0	7.0
1646.0	3.0
1647.0	7.0
1648.0	4.0
1649.0	3.0
1650.0	9.0
