#Mapping quality	mapping quality
0.0	223723.0
1.0	162685.0
2.0	43511.0
3.0	30451.0
4.0	22663.0
5.0	20746.0
6.0	19416.0
7.0	20116.0
8.0	22825.0
9.0	27022.0
10.0	38160.0
11.0	28026.0
12.0	20900.0
13.0	16876.0
14.0	16666.0
15.0	17261.0
16.0	17853.0
17.0	19280.0
18.0	18511.0
19.0	16674.0
20.0	16564.0
21.0	17335.0
22.0	17472.0
23.0	16079.0
24.0	14920.0
25.0	14188.0
26.0	14190.0
27.0	12694.0
28.0	13479.0
29.0	13752.0
30.0	13370.0
31.0	14608.0
32.0	15149.0
33.0	16573.0
34.0	18554.0
35.0	22382.0
36.0	28028.0
37.0	37540.0
38.0	56776.0
39.0	107841.0
40.0	274703.0
41.0	1020454.0
42.0	3947685.0
43.0	5487240.0
44.0	49841.0
