#GC Content (%)	Sample
1.0	4.174482225054685E-6
2.0	5.8442751150765605E-5
3.0	4.8702292625638004E-5
4.0	5.287677485069268E-5
5.0	1.4888986602695046E-4
6.0	2.838647913037186E-4
7.0	3.005627202039374E-4
8.0	2.2124755792789834E-4
9.0	2.6855835647851805E-4
10.0	2.3237951052804416E-4
11.0	2.532519216533176E-4
12.0	2.3377100460306242E-4
13.0	3.061286965040103E-4
14.0	3.311755898543384E-4
15.0	3.5065650690459363E-4
16.0	3.757034002549218E-4
17.0	4.188397165804868E-4
18.0	4.6893350328114304E-4
19.0	4.1466523435543213E-4
20.0	4.953718907064893E-4
21.0	6.526107211835492E-4
22.0	8.947306902367209E-4
23.0	0.0013177448890422624
24.0	0.0017268441470976216
25.0	0.0029193545693882435
26.0	0.003421683930469824
27.0	0.005165226006467665
28.0	0.0072218542493446055
29.0	0.01010224698463234
30.0	0.013955294078357813
31.0	0.019461436133204942
32.0	0.026626239125473804
33.0	0.034394950546300575
34.0	0.042571369731107686
35.0	0.05149362974012456
36.0	0.06005827577186176
37.0	0.06679589008310002
38.0	0.07141425891808553
39.0	0.07377284137524143
40.0	0.07256363302405058
41.0	0.0696874147709879
42.0	0.06435381798144305
43.0	0.05725580670477504
44.0	0.04903764269771738
45.0	0.041554187562269355
46.0	0.03363936926356568
47.0	0.026939325292352906
48.0	0.021530587822757054
49.0	0.01640154066223986
50.0	0.01337782403722525
51.0	0.011567490245626534
52.0	0.00714810506336864
53.0	0.005222277263543411
54.0	0.003595620689847103
55.0	0.0022903992474800038
56.0	0.0015529073877203429
57.0	9.295180421121765E-4
58.0	6.51219227108531E-4
59.0	4.647590210560883E-4
60.0	3.450905306045207E-4
61.0	2.2403054607793478E-4
62.0	1.308004430517135E-4
63.0	9.879607932629423E-5
64.0	5.287677485069269E-5
65.0	4.591930447560154E-5
66.0	1.8089422975236968E-5
67.0	2.226390520029166E-5
68.0	1.2523446675164059E-5
69.0	9.7404585251276E-6
70.0	1.3914940750182285E-6
71.0	2.782988150036457E-6
72.0	4.174482225054685E-6
73.0	8.348964450109372E-6
74.0	5.565976300072914E-6
75.0	2.782988150036457E-6
76.0	0.0
77.0	0.0
78.0	1.3914940750182285E-6
79.0	0.0
80.0	1.3914940750182285E-6
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	1.3914940750182285E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	1.3914940750182285E-6
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.1131952600145828E-5
