#Position (bp)	insert size
15197.0	255.6008497875531
45590.0	256.53573738680467
75983.0	262.16382904794995
106376.0	260.11757596685084
136769.0	256.6886928339935
167162.0	255.99389406197528
197555.0	261.9926142483459
221485.0	253.70204081632653
236681.5	259.77060751197376
258341.0	256.5260982703199
288734.0	258.8137931034483
319127.0	257.3470993117011
349520.0	257.52835093419986
379913.0	260.5928333040576
410306.0	260.5359765051395
440699.0	259.8675732556257
471092.0	256.1654083733699
501485.0	252.011569416499
531878.0	256.06885014967423
562271.0	256.2632677918914
592664.0	255.862594052311
623057.0	258.88856358645927
653450.0	256.86186602042585
683843.0	258.488927943761
714236.0	259.5146979260595
744629.0	258.73085489121127
775022.0	259.68200146627566
805415.0	256.33038899269576
835808.0	259.3887255749611
866201.0	256.97127315995243
896594.0	262.55050847457625
926987.0	260.34797128068124
957380.0	255.14838819716869
987773.0	256.876629726206
1018166.0	256.0523758919083
1038382.5	251.59210066410347
1053579.0	248.18454363757496
1078952.0	258.66256590509664
1109345.0	257.64265436479775
1139738.0	260.72263721987656
1170131.0	253.7120557954168
1200524.0	254.70128988458927
1230917.0	259.647233201581
1261310.0	261.1765722183829
1291703.0	254.78826895565092
1322096.0	253.52904238618524
1348657.5	248.65113350125944
1363854.0	255.7773987206823
1382882.0	257.56054203701007
1413275.0	259.15594368205313
1443668.0	258.62734307824593
1474061.0	258.4936642027455
1504454.0	257.0626525630594
1534847.0	258.6175710594315
1565240.0	256.30072038867485
1595633.0	255.9107296137339
1626026.0	257.67815139970185
1656419.0	259.97030398875415
1686812.0	255.60494056463597
1717205.0	261.68426802621997
1747598.0	261.5489408327246
1777991.0	258.58661133164924
1808384.0	252.10552233556103
1838777.0	258.9477625245142
1869170.0	254.7311144353029
1899563.0	259.3255948926291
1929956.0	255.66201959306707
1960349.0	257.41189427312776
1990742.0	253.70616939700244
2021135.0	256.3462293243622
2051528.0	255.69456203191143
2081921.0	257.5871459694989
2112314.0	269.38121739130435
2142707.0	257.18545721630556
2173100.0	257.85008756567424
2203493.0	256.61781818181817
2233886.0	257.92819092265074
2264279.0	256.7084177564929
2294672.0	257.5840313669578
2325065.0	255.53502735133227
2355458.0	255.54898083358685
2385851.0	256.47016497016494
2416244.0	257.8890258939581
2446637.0	256.7271260287236
2477030.0	256.6347607052897
2507423.0	257.43361884368306
2537816.0	255.86485088777798
2568209.0	257.09661678594665
2598602.0	256.66938110749186
2628995.0	258.9884321053568
2659388.0	260.67704839482514
2689781.0	256.1723289020187
2720174.0	256.85027914058537
2750567.0	260.7567567567568
2780960.0	262.25396306586043
2811353.0	260.84593488703075
2841746.0	255.10872225135466
2872139.0	254.1799634163501
2889645.5	262.45432977461445
2904842.0	258.35974370995467
2932925.0	256.18852733981885
2963318.0	260.148623853211
2993711.0	260.13212435233163
3024104.0	260.3302850995159
3054497.0	256.8616352201258
3084890.0	256.7968879324615
3115283.0	257.68849310284617
3145676.0	255.58054862842891
3176069.0	255.05377831575308
3206462.0	255.8389272522884
3236855.0	257.0363937138131
3267248.0	259.0141560798548
3297641.0	264.6202819463392
3322340.5	252.76005188067444
3337537.0	209.46999031945788
3358427.0	219.76857641104164
3388820.0	213.09360644626855
3410819.5	214.60924030172413
3426016.0	252.6527974146637
3449606.0	256.8181818181818
3479999.0	258.42196052413334
3510392.0	260.0259630069574
3540785.0	251.39616669597328
3571178.0	255.32966087106215
3601571.0	259.09694823807115
3631964.0	255.7983606557377
