#Read position (bp)	Clipping profile
0.0	2.102827381201965
1.0	1.6439246590748782
2.0	1.4387244821356548
3.0	1.3531216535431358
4.0	1.295310781347187
5.0	1.240559260632085
6.0	1.201008213162939
7.0	1.1654389815297788
8.0	1.1349448568201765
9.0	1.1066932212163323
10.0	1.0794479103635486
11.0	1.0543705460423702
12.0	1.0299951242944623
13.0	1.0063340688821838
14.0	0.9834184392114315
15.0	0.9612792946881024
16.0	0.9396774778867901
17.0	0.9186782135598781
18.0	0.8978093987377334
19.0	0.8774499581722981
20.0	0.8576837522594941
21.0	0.8379206522872799
22.0	0.8187973760765422
23.0	0.7999691642218256
24.0	0.7812682959312861
25.0	0.7627631018978974
26.0	0.7444100989534036
27.0	0.7263055712560852
28.0	0.708340810885303
29.0	0.6907083861576179
30.0	0.6733430723206464
31.0	0.6568505277893785
32.0	0.64076796741595
33.0	0.6248251743690577
34.0	0.6089227585498314
35.0	0.5939179595610262
36.0	0.5785777189885344
37.0	0.5635822378214982
38.0	0.5495123269501906
39.0	0.5355262764748047
40.0	0.5219160448107715
41.0	0.5090854042347512
42.0	0.4966305824700837
43.0	0.4844087062496432
44.0	0.47274279339475767
45.0	0.460986808262771
46.0	0.4499607191693622
47.0	0.4392421181943329
48.0	0.42870055583291605
49.0	0.41877086376766864
50.0	0.4089809390289575
51.0	0.3996072103292651
52.0	0.390624830143874
53.0	0.3822760618387802
54.0	0.37435591333506396
55.0	0.36648235394019313
56.0	0.3592113470197227
57.0	0.3519713995051491
58.0	0.3450078807030582
59.0	0.33836427378170564
60.0	0.3322300411170627
61.0	0.32724500647060606
62.0	0.3220114965769739
63.0	0.3172563015341545
64.0	0.3129856332233271
65.0	0.3086093629324502
66.0	0.30495677679897165
67.0	0.30136320353669727
68.0	0.29815787284813444
69.0	0.29546502235687094
70.0	0.2935393391912615
71.0	0.29216961939120706
72.0	0.2908558065217671
73.0	0.29035885602741623
74.0	0.28960100652353127
75.0	0.2896351718700179
76.0	0.29012280454259964
77.0	0.2906508144428474
78.0	0.29224726790594935
79.0	0.2936697886960286
80.0	0.29577251047525055
81.0	0.2984808906694625
82.0	0.301487441160285
83.0	0.30521146392732645
84.0	0.30885783817962564
85.0	0.3132247906487335
86.0	0.31765075598904546
87.0	0.3223220906359432
88.0	0.32723568864883695
89.0	0.33275494507672077
90.0	0.3387276688306997
91.0	0.3452252965443367
92.0	0.352154649999941
93.0	0.3595001994945641
94.0	0.3665755321578839
95.0	0.37443666779039597
96.0	0.3823909816405988
97.0	0.3908049746980761
98.0	0.3996879647845971
99.0	0.4089219261577533
100.0	0.41877396970825836
101.0	0.42849556375399633
102.0	0.43895637166008117
103.0	0.449861329070492
104.0	0.460744544896775
105.0	0.4723887161675327
106.0	0.484268938923107
107.0	0.49631377652993514
108.0	0.5088120814628583
109.0	0.5217576418406972
110.0	0.5350200081586848
111.0	0.5485215319020786
112.0	0.5624237219815429
113.0	0.5772980714655809
114.0	0.5925979348104069
115.0	0.6076462169674677
116.0	0.6233001575395186
117.0	0.6393485525664605
118.0	0.655561562444656
119.0	0.6720199416294372
120.0	0.6888137623979054
121.0	0.7063312673237718
122.0	0.7242339088827603
123.0	0.7422297286594394
124.0	0.7601820652678628
125.0	0.7787369543506867
126.0	0.7975465305618653
127.0	0.8158467325163343
128.0	0.8347091097175376
129.0	0.8541305562248858
130.0	0.8737259354052566
131.0	0.893812053198799
132.0	0.9143640620807951
133.0	0.9352390887841193
134.0	0.9563004719228252
135.0	0.9779830431794694
136.0	1.000088022356312
137.0	1.0231931144030355
138.0	1.047015678725978
139.0	1.0709407390883803
140.0	1.0967014103392911
141.0	1.1239933103009203
142.0	1.1520772251129212
143.0	1.1855188874421418
144.0	1.2205135200662087
145.0	1.2622884209975749
146.0	1.3199657377481668
147.0	1.395996057443253
148.0	1.608184600709285
149.0	2.086337942611287
