#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	1.645066937773698E-6
12.0	1.645066937773698E-6
13.0	1.645066937773698E-6
14.0	8.225334688868491E-6
15.0	1.645066937773698E-5
16.0	9.870401626642188E-6
17.0	1.809573631551068E-5
18.0	2.4676004066605477E-5
19.0	4.606187425766355E-5
20.0	9.37688154531008E-5
21.0	1.1679975258193254E-4
22.0	2.2372910353722292E-4
23.0	3.8330059650127166E-4
24.0	6.349958379806474E-4
25.0	0.0013045380816545426
26.0	0.0017322554854757037
27.0	0.003314809879614002
28.0	0.005339887280013424
29.0	0.008503351001352246
30.0	0.012739398366119517
31.0	0.018628738003349354
32.0	0.025538019141998887
33.0	0.03387028318182267
34.0	0.042664811031160856
35.0	0.052204554203310535
36.0	0.06072764600791606
37.0	0.06826534271679514
38.0	0.0734028867634624
39.0	0.0756928199408434
40.0	0.07475019658549906
41.0	0.07106689171182376
42.0	0.06606424315405393
43.0	0.05901842145956918
44.0	0.050503554989652526
45.0	0.042626974491592064
46.0	0.034807971336353674
47.0	0.027610803483593745
48.0	0.021650725968039637
49.0	0.01725181697643277
50.0	0.013223048045824986
51.0	0.011865867822161681
52.0	0.007596919118638937
53.0	0.005639289462688237
54.0	0.0036898851414264044
55.0	0.0025054369462293416
56.0	0.0015101714488762548
57.0	0.0010939695136195093
58.0	6.201902355406841E-4
59.0	4.523934078877669E-4
60.0	3.339485883680607E-4
61.0	2.0727843415948595E-4
62.0	1.3983068971076433E-4
63.0	7.238294526204271E-5
64.0	5.4287208946532044E-5
65.0	4.441680731988984E-5
66.0	2.6321071004379176E-5
67.0	2.3030937128831778E-5
68.0	1.1515468564415887E-5
69.0	0.0
70.0	1.645066937773698E-6
71.0	1.645066937773698E-6
72.0	0.0
73.0	0.0
74.0	1.645066937773698E-6
75.0	3.290133875547396E-6
76.0	1.645066937773698E-6
77.0	1.645066937773698E-6
78.0	1.645066937773698E-6
79.0	0.0
80.0	3.290133875547396E-6
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	1.645066937773698E-6
86.0	0.0
87.0	0.0
88.0	0.0
89.0	1.645066937773698E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	1.645066937773698E-6
97.0	0.0
98.0	0.0
99.0	0.0
100.0	6.580267751094792E-6
