#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	1.1415824844716243E-6
7.0	1.1415824844716243E-6
8.0	0.0
9.0	2.2831649689432487E-6
10.0	0.0
11.0	2.2831649689432487E-6
12.0	4.566329937886497E-6
13.0	4.566329937886497E-6
14.0	1.1415824844716243E-6
15.0	3.424747453414873E-6
16.0	1.3698989813659492E-5
17.0	9.132659875772995E-6
18.0	1.4840572298131116E-5
19.0	1.9406902236017614E-5
20.0	4.4521716894393346E-5
21.0	6.735336658382583E-5
22.0	9.931767614903131E-5
23.0	1.4269781055895305E-4
24.0	2.3630757428562621E-4
25.0	4.8288939093149704E-4
26.0	6.221624540370353E-4
27.0	0.0012329090832293543
28.0	0.0021267681685706355
29.0	0.0037078599095638357
30.0	0.006395145078010039
31.0	0.01022743747838128
32.0	0.015705891821360604
33.0	0.023103346320736733
34.0	0.03174398414570245
35.0	0.04117573863240702
36.0	0.051327831666813165
37.0	0.06100274322271018
38.0	0.0690120859337631
39.0	0.0750830215861832
40.0	0.0777942799868033
41.0	0.07697690692792163
42.0	0.07378275913637002
43.0	0.0686821685957508
44.0	0.06087831073190278
45.0	0.05286326010842751
46.0	0.04409933137513884
47.0	0.03552604691675695
48.0	0.02861833130321915
49.0	0.02240698100520904
50.0	0.0181842673951485
51.0	0.015316612194155782
52.0	0.009604133441859775
53.0	0.007316402142978639
54.0	0.00496930855490498
55.0	0.003288899137762749
56.0	0.0020274504924216044
57.0	0.001309395109688953
58.0	8.755937655897358E-4
59.0	6.210208715525635E-4
60.0	4.052617819874266E-4
61.0	2.637055539129452E-4
62.0	1.689542077018004E-4
63.0	1.1415824844716242E-4
64.0	7.420286149065558E-5
65.0	4.6804881863336594E-5
66.0	3.653063950309198E-5
67.0	3.76722219875636E-5
68.0	1.7123737267074365E-5
69.0	1.3698989813659492E-5
70.0	9.132659875772995E-6
71.0	3.424747453414873E-6
72.0	4.566329937886497E-6
73.0	3.424747453414873E-6
74.0	3.424747453414873E-6
75.0	5.707912422358122E-6
76.0	2.2831649689432487E-6
77.0	1.1415824844716243E-6
78.0	1.1415824844716243E-6
79.0	2.2831649689432487E-6
80.0	1.1415824844716243E-6
81.0	0.0
82.0	0.0
83.0	0.0
84.0	2.2831649689432487E-6
85.0	0.0
86.0	0.0
87.0	1.1415824844716243E-6
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	1.1415824844716243E-6
93.0	2.2831649689432487E-6
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.826531975154599E-5
