#Mapping quality	mapping quality
0.0	276158.0
1.0	117845.0
2.0	44866.0
3.0	30454.0
4.0	25153.0
5.0	23849.0
6.0	21011.0
7.0	22825.0
8.0	26755.0
9.0	34946.0
10.0	34264.0
11.0	24752.0
12.0	19814.0
13.0	18880.0
14.0	19354.0
15.0	19438.0
16.0	19971.0
17.0	19303.0
18.0	19315.0
19.0	18488.0
20.0	17753.0
21.0	17449.0
22.0	21177.0
23.0	17738.0
24.0	17387.0
25.0	16596.0
26.0	16621.0
27.0	17768.0
28.0	17548.0
29.0	18159.0
30.0	20373.0
31.0	22526.0
32.0	24957.0
33.0	29592.0
34.0	39152.0
35.0	60749.0
36.0	109792.0
37.0	234655.0
38.0	563297.0
39.0	1252626.0
40.0	2364335.0
41.0	3145677.0
42.0	2468319.0
43.0	785527.0
44.0	11510.0
