#GC Content (%)	Sample
1.0	0.0
2.0	3.5950725935033444E-6
3.0	1.617782667076505E-5
4.0	1.7975362967516723E-5
5.0	4.3140871122040134E-5
6.0	5.392608890255017E-5
7.0	1.1144725039860367E-4
8.0	1.0066203261809364E-4
9.0	1.8874131115892559E-4
10.0	1.9593145634593228E-4
11.0	2.660353719192475E-4
12.0	3.1996146082179767E-4
13.0	4.0804073936262953E-4
14.0	5.194879897612334E-4
15.0	6.399229216435953E-4
16.0	7.999036520544942E-4
17.0	9.796572817296612E-4
18.0	0.0012636680166164254
19.0	0.0014524093277753511
20.0	0.001651935856714787
21.0	0.001880222966402249
22.0	0.002324214431699912
23.0	0.002802359086635857
24.0	0.0036885444809344314
25.0	0.0053350877287589625
26.0	0.005719760496263821
27.0	0.008315402908773237
28.0	0.011369417076954326
29.0	0.015397695917974826
30.0	0.02029418479032638
31.0	0.02655140863931895
32.0	0.03293266249278739
33.0	0.0402666105835342
34.0	0.048154199853680545
35.0	0.05584226259488744
36.0	0.0625129197921329
37.0	0.06728358112371184
38.0	0.0690002282871097
39.0	0.06958622511985073
40.0	0.06678925864210514
41.0	0.06306476343523568
42.0	0.056728447989186026
43.0	0.049725246577041506
44.0	0.042454212256680994
45.0	0.03529282765042233
46.0	0.02906975699106804
47.0	0.023526155051885884
48.0	0.01847328052171693
49.0	0.014169978627293432
50.0	0.01135144171398681
51.0	0.010378974577444154
52.0	0.0062949721112243555
53.0	0.004876715973087286
54.0	0.0032427554793400173
55.0	0.002121092830166973
56.0	0.0013014162788482105
57.0	9.419090194978764E-4
58.0	6.075672683020651E-4
59.0	4.4399146529766295E-4
60.0	3.145688519315426E-4
61.0	2.1031174671994567E-4
62.0	1.0785217780510034E-4
63.0	8.807927854083193E-5
64.0	3.954579852853679E-5
65.0	3.415318963828177E-5
66.0	2.336797185777174E-5
67.0	1.4380290374013377E-5
68.0	1.7975362967516722E-6
69.0	1.7975362967516722E-6
70.0	5.392608890255017E-6
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	5.392608890255017E-6
76.0	0.0
77.0	1.7975362967516722E-6
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	1.7975362967516722E-6
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	5.392608890255017E-6
