#Mapping quality	mapping quality
0.0	98145.0
1.0	245705.0
2.0	42680.0
3.0	29280.0
4.0	24319.0
5.0	22461.0
6.0	20584.0
7.0	21680.0
8.0	23082.0
9.0	27352.0
10.0	35215.0
11.0	35524.0
12.0	20477.0
13.0	17316.0
14.0	14945.0
15.0	15868.0
16.0	17449.0
17.0	16945.0
18.0	17976.0
19.0	16629.0
20.0	16714.0
21.0	16287.0
22.0	15677.0
23.0	14579.0
24.0	14905.0
25.0	14120.0
26.0	12921.0
27.0	13296.0
28.0	13729.0
29.0	15220.0
30.0	15367.0
31.0	16119.0
32.0	16561.0
33.0	15874.0
34.0	17459.0
35.0	20386.0
36.0	22737.0
37.0	26359.0
38.0	31510.0
39.0	44042.0
40.0	68129.0
41.0	186430.0
42.0	1180354.0
43.0	9246677.0
44.0	329318.0
