#Position (bp)	insert size
15197.0	287.67874069058905
45590.0	292.93201082055907
75983.0	299.42158299743494
106376.0	298.29187020237265
136769.0	293.9016393442623
167162.0	292.3096745027125
197555.0	295.5082427875609
221485.0	290.52180566182096
236681.5	295.82228834189885
258341.0	290.2929401251117
288734.0	294.219144024152
319127.0	288.8336834733893
349520.0	293.57142857142856
379913.0	293.6309682328324
410306.0	293.8778195488722
440699.0	293.53737935547196
471092.0	284.60366182014
501485.0	288.67680546519193
531878.0	290.9204731574158
562271.0	289.2975841874085
592664.0	291.99600684540786
623057.0	295.195130748422
653450.0	293.99090272918124
683843.0	292.87086150112674
714236.0	292.31017911751854
744629.0	295.5222446916077
775022.0	293.74106970457615
805415.0	290.1399674914214
835808.0	291.96881306182354
866201.0	290.94351464435147
896594.0	294.29626253418417
926987.0	294.5811183983431
957380.0	289.1106514994829
987773.0	291.09117495269226
1018166.0	289.8082617437397
1038382.5	283.9185708350644
1053579.0	286.0083169183629
1078952.0	294.9850546081625
1109345.0	294.1973574176284
1139738.0	291.9860363056054
1170131.0	288.1786175115207
1200524.0	286.83802955665027
1230917.0	290.7852189781022
1261310.0	296.156372968349
1291703.0	294.6557519057519
1322096.0	293.82885221583535
1348657.5	280.7165129556434
1363854.0	287.9585649317837
1382882.0	294.32600864553314
1413275.0	293.9138883596876
1443668.0	292.5783930694751
1474061.0	292.1804629954402
1504454.0	291.82804467293033
1534847.0	295.23369665619805
1565240.0	294.15358960856594
1595633.0	291.2795549374131
1626026.0	291.0768056968464
1656419.0	289.3707033315706
1686812.0	289.6713060057197
1717205.0	296.334511627907
1747598.0	293.1319664492078
1777991.0	289.5193965517241
1808384.0	284.76669034090907
1838777.0	292.0684210526316
1869170.0	286.70108601965177
1899563.0	297.2877187906842
1929956.0	287.4451287793953
1960349.0	286.28512628624884
1990742.0	291.16606822262116
2021135.0	291.09708737864077
2051528.0	292.7565832784727
2081921.0	297.4383809179617
2112314.0	300.79662749105773
2142707.0	295.44976525821596
2173100.0	293.10675700421166
2203493.0	290.4180896978795
2233886.0	291.06116457347906
2264279.0	292.6958035196287
2294672.0	293.9675615212528
2325065.0	288.07215523737756
2355458.0	290.8853885388539
2385851.0	289.66350210970467
2416244.0	296.9868156015382
2446637.0	289.9702179920172
2477030.0	290.6028648164727
2507423.0	295.9287165281625
2537816.0	288.9424982307148
2568209.0	291.6191904047976
2598602.0	293.36507346103775
2628995.0	291.1753840842396
2659388.0	297.92411014103425
2689781.0	289.5970787317421
2720174.0	289.0459748892171
2750567.0	295.2938634399309
2780960.0	298.21422269278276
2811353.0	291.38904694167854
2841746.0	290.77021513353117
2872139.0	286.6201800577544
2889645.5	303.82018111254854
2904842.0	295.69763840495546
2932925.0	290.41114058355436
2963318.0	297.24712748495347
2993711.0	293.5145921237693
3024104.0	293.65685142417243
3054497.0	294.07682434910157
3084890.0	289.0495152354571
3115283.0	294.15159621901194
3145676.0	292.5290863668808
3176069.0	290.2454456415279
3206462.0	289.2174053704303
3236855.0	289.02749613335624
3267248.0	293.9635947942314
3297641.0	303.9763792812553
3322340.5	285.27123800608473
3337537.0	201.80674846625766
3358427.0	227.84718560128397
3388820.0	213.82132056451613
3410819.5	221.53009427121103
3426016.0	291.07064622124864
3449606.0	293.86066922654965
3479999.0	289.5209003215434
3510392.0	297.2270515187112
3540785.0	286.60955816050495
3571178.0	289.9077880445031
3601571.0	293.6372727272727
3631964.0	295.2829349638688
3662357.0	291.7303209610902
3692750.0	290.11567164179104
3723143.0	291.39069685178634
3753536.0	295.83035875247884
3783929.0	292.9776635348342
3814322.0	287.7966374530495
3844715.0	289.19183750235095
3875108.0	294.40753125908697
3905501.0	291.5299733917671
3935894.0	294.9979801380239
3966287.0	293.0366463076069
3987990.0	291.8767123287671
4003186.5	292.6602224576271
4027073.0	293.5802129221733
4057466.0	296.43752352277005
4087859.0	290.73064743138633
4118252.0	292.81067694001104
4148645.0	288.7979963570128
4179038.0	293.86091699335265
4209431.0	294.20913461538464
4239824.0	294.01900282220134
4259839.0	283.3377420878602
4275035.5	282.1783731595462
4300610.0	294.62731310140634
4331003.0	291.1964381121995
4361396.0	294.3697708257548
4391789.0	293.9032688458973
4422182.0	288.75707186544344
4452575.0	294.7423533645196
4482968.0	296.46695056471026
4513361.0	297.2287445887446
4543754.0	291.26047326906223
4574147.0	290.12495568947185
4604540.0	290.5088980765774
4634933.0	289.4191660570593
4665326.0	290.51131872080487
4695719.0	287.1953023857962
4726112.0	292.6133056133056
4756505.0	293.3849825592069
4786898.0	295.4924992020428
4817291.0	287.950787122394
4847684.0	290.2217376719222
4878077.0	290.3794071215576
4908470.0	294.58152276591727
4938863.0	294.66794520547944
4969256.0	293.04493006993005
4999649.0	289.92200172562553
5030042.0	286.7975221238938
5060435.0	294.92436079545456
5090828.0	287.5286371569094
5121221.0	292.78988803358993
5151614.0	291.1201881205365
5182007.0	289.02044541803576
5212400.0	292.54837531945964
5242793.0	292.9510424422934
5273186.0	291.8986922406277
5303579.0	294.8078139534884
5333972.0	288.84520451339915
5352383.0	302.72980659840727
5367579.5	286.7947006472492
5394758.0	295.056301509399
5425151.0	295.4272830750372
5455544.0	286.9415473295506
5485937.0	289.472867488009
5516330.0	293.57768924302786
5546723.0	293.03778337531486
5577116.0	282.531109763493
5607509.0	291.47173333333336
5637902.0	292.4723484848485
5668295.0	293.32957627118645
5698688.0	294.2161137440758
5729081.0	286.2471032066828
5759474.0	290.6633654027542
5789867.0	289.46592889508537
5820260.0	289.5953917050691
5850653.0	294.1814876033058
5881046.0	296.0019742408574
5907241.5	291.292424057582
5922438.0	295.72984244670994
5941832.0	294.7355909013169
5972225.0	289.67001795332135
6002618.0	294.609756097561
6033011.0	295.4495893762013
6063404.0	289.4070924552198
6093797.0	295.16424340333873
6124190.0	288.11667847025495
6154583.0	291.10043274432024
6184976.0	293.90685570710696
6215369.0	296.374185136897
6245762.0	293.38510057961133
6276155.0	296.3623997209627
6306548.0	291.41110083256245
6336941.0	292.46106870229005
6367334.0	289.8681448882871
6397727.0	292.6785285885646
6428120.0	292.1418025751073
6458513.0	290.39834971910113
6488906.0	298.85114300903774
6519299.0	291.8016900395541
6549692.0	292.3365637319317
