#Coverage (X)	Coverage
1.0	99.92219364725402
2.0	99.9189280671673
3.0	99.90661428029124
4.0	99.89915362251128
5.0	99.88830400000658
6.0	99.87717470565566
7.0	99.86151308226754
8.0	99.84752126431417
9.0	99.82833084027817
10.0	99.81245535018411
11.0	99.79200640284014
12.0	99.7733999994242
13.0	99.74848452818331
14.0	99.72305084146267
15.0	99.69310127698988
16.0	99.6543749519314
17.0	99.61094355934246
18.0	99.55621835955188
19.0	99.49225576319363
20.0	99.41523084648854
21.0	99.32052079833151
22.0	99.20903043940149
23.0	99.07533907126738
24.0	98.91569580093287
25.0	98.72009002143191
26.0	98.49139248200949
27.0	98.20988631750734
28.0	97.87512734322851
29.0	97.48186759923517
30.0	97.02923516741856
31.0	96.51170241599459
32.0	95.90555481753263
33.0	95.21239637232713
34.0	94.40768998869386
35.0	93.50021242721849
36.0	92.48934676471085
37.0	91.35396132549648
38.0	90.09923003873044
39.0	88.7144431178311
40.0	87.20270163003445
41.0	85.58156732215441
42.0	83.83731982244129
43.0	81.96743385863658
44.0	79.96364265999183
45.0	77.85017074377494
46.0	75.63231542377893
47.0	73.33761615121364
48.0	70.97368164542463
49.0	68.5674426600741
50.0	66.1184632361076
51.0	63.64101486332478
