#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	1.2023566189731874E-6
4.0	1.2023566189731874E-6
5.0	1.2023566189731874E-6
6.0	1.2023566189731874E-6
7.0	8.416496332812312E-6
8.0	1.0821209570758686E-5
9.0	1.322592280870506E-5
10.0	2.1642419141517376E-5
11.0	3.6070698569195625E-5
12.0	7.214139713839125E-5
13.0	7.334375375736443E-5
14.0	1.2264037513526511E-4
15.0	1.5630636046651438E-4
16.0	2.4768546350847665E-4
17.0	3.691234820247686E-4
18.0	4.965732836359264E-4
19.0	5.951665263917278E-4
20.0	7.815318023325718E-4
21.0	9.594805819406036E-4
22.0	0.00126367680654082
23.0	0.0017073463989419264
24.0	0.0022399903811470487
25.0	0.003206685102801491
26.0	0.00343633521702537
27.0	0.004945292773836721
28.0	0.0067668630515810985
29.0	0.009400024047132378
30.0	0.013255981724179392
31.0	0.018866177708308285
32.0	0.025476734399422867
33.0	0.033352170253697244
34.0	0.04264638691835999
35.0	0.05153420704580979
36.0	0.0601478898641337
37.0	0.06730551881688109
38.0	0.07129734279187207
39.0	0.07354334495611399
40.0	0.07208368402068054
41.0	0.06892389082601899
42.0	0.06353613081640015
43.0	0.05657208127930745
44.0	0.04947937958398461
45.0	0.041445232656005776
46.0	0.034383792232776246
47.0	0.027588072622339786
48.0	0.021690513406276302
49.0	0.017418540339064568
50.0	0.014506432607911506
51.0	0.012784657929541901
52.0	0.008002885655885536
53.0	0.005988938319105445
54.0	0.003769388000480943
55.0	0.0024912829145124445
56.0	0.0016364073584225081
57.0	0.001135024648310689
58.0	7.033786220993145E-4
59.0	4.965732836359263E-4
60.0	3.3305278345557295E-4
61.0	2.212336178910665E-4
62.0	1.5991343032343395E-4
63.0	7.574846699531081E-5
64.0	5.5308404472766626E-5
65.0	3.9677768426115185E-5
66.0	3.126127209330287E-5
67.0	2.404713237946375E-5
68.0	1.322592280870506E-5
69.0	7.214139713839124E-6
70.0	4.8094264758927495E-6
71.0	1.0821209570758686E-5
72.0	1.2023566189731874E-6
73.0	1.2023566189731874E-6
74.0	0.0
75.0	1.2023566189731874E-6
76.0	1.2023566189731874E-6
77.0	2.4047132379463748E-6
78.0	3.6070698569195623E-6
79.0	1.2023566189731874E-6
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.442827942767825E-5
