#Position (bp)	insert size
15197.0	261.40592455450127
45590.0	269.11211778029445
75983.0	271.12771969482907
106376.0	268.909891248058
136769.0	263.1111412306858
167162.0	265.3561046511628
197555.0	268.7499306133777
221485.0	260.8726397630507
236681.5	269.4559357179886
258341.0	264.65324881141044
288734.0	265.7044120114075
319127.0	264.07309022320027
349520.0	263.71030729833547
379913.0	264.75726243229934
410306.0	267.7695355840862
440699.0	266.1450590607894
471092.0	260.3553137003841
501485.0	264.43537516848886
531878.0	263.20712767696585
562271.0	262.23312984655996
592664.0	266.1210086785656
623057.0	267.2262391624407
653450.0	266.21067415730334
683843.0	266.5407760605064
714236.0	266.7971484121841
744629.0	266.3383627608347
775022.0	264.4527215631542
805415.0	264.5517013544764
835808.0	266.8070964517741
866201.0	265.42713077423554
896594.0	265.4182974559687
926987.0	269.163307411522
957380.0	265.4253436561858
987773.0	262.9343949044586
1018166.0	264.59632587859426
1038382.5	258.14316012725345
1053579.0	261.54660783232214
1078952.0	266.3385476700148
1109345.0	267.0188882063882
1139738.0	266.509476389335
1170131.0	259.89012762212116
1200524.0	261.37921748772374
1230917.0	262.9572532969532
1261310.0	267.4198047419805
1291703.0	268.6290525653132
1322096.0	264.32762645914397
1348657.5	258.5433149724587
1363854.0	261.9304229195089
1382882.0	265.1276595744681
1413275.0	267.5647904611608
1443668.0	264.21159275867797
1474061.0	266.11570782159015
1504454.0	266.7760707635009
1534847.0	264.27009907422445
1565240.0	263.35814984951685
1595633.0	265.068159845311
1626026.0	263.5528973124126
1656419.0	267.54695767195767
1686812.0	264.08115749210043
1717205.0	267.36699950892125
1747598.0	266.9859732072498
1777991.0	263.8985650667986
1808384.0	256.49768089053805
1838777.0	265.3057689411056
1869170.0	263.3597868356618
1899563.0	269.0532240303438
1929956.0	261.80579162732136
1960349.0	261.59578368469295
1990742.0	261.7409049220422
2021135.0	264.01337403692395
2051528.0	265.9907921660333
2081921.0	269.1302811491781
2112314.0	273.38532519720195
2142707.0	265.39560960202147
2173100.0	264.63354222620114
2203493.0	265.4301763145576
2233886.0	270.61624129930397
2264279.0	265.1308757244044
2294672.0	264.6778288295304
2325065.0	260.198569010617
2355458.0	264.011138423721
2385851.0	262.5210333255288
2416244.0	265.47515257192674
2446637.0	265.34513131313133
2477030.0	262.38768228358674
2507423.0	266.00082074852264
2537816.0	265.41567187021735
2568209.0	263.6767459708365
2598602.0	265.7284659557014
2628995.0	268.151638676015
2659388.0	267.686265212581
2689781.0	262.75253233598255
2720174.0	261.7519908987486
2750567.0	263.3322898732196
2780960.0	267.33166316470016
2811353.0	264.74859798109276
