#Position (bp)	Coverage	Std
15197.0	91.17089461389136	56.848904535581575
45590.0	82.62846708123581	30.004748524706255
75983.0	72.58059421577337	29.341283772845053
106376.0	71.71812588424966	24.450953823823426
136769.0	64.21919520942322	22.938892901671846
167162.0	87.51021616819662	31.629136309408388
197555.0	76.17556674234199	33.72212848844317
221485.0	86.01700349229976	35.99010776730132
236681.5	195.55686213832587	83.25162397779656
258341.0	161.07514888296646	58.91597234581945
288734.0	151.22551245352548	52.67066071025239
319127.0	144.91185470338564	50.57314872369565
349520.0	145.91882999374857	47.39626027553033
379913.0	138.31122297897542	48.75342743579241
410306.0	151.56684104892574	49.2025242782745
440699.0	149.42332115947752	50.059277532422236
471092.0	135.55956963774554	53.13246647622587
501485.0	139.58717467837988	49.90646401877322
531878.0	135.39420261244365	44.96408083270611
562271.0	135.16253742638108	45.001343856630655
592664.0	130.87786661402296	44.805905972488304
623057.0	134.29197512585134	45.283498856066615
653450.0	142.24930082584805	47.78822285261623
683843.0	139.61629322541376	45.54999299968022
714236.0	115.81255552265324	63.86180554614468
744629.0	144.28727009508768	43.836190017978716
775022.0	126.62810515579245	40.50588289219713
805415.0	144.37363866679829	54.722816222660356
835808.0	138.91679005034055	49.57686584439939
866201.0	147.46171815878657	44.91929649323083
896594.0	143.05119599907874	42.47607783409772
926987.0	147.00681077879776	48.86335148233697
957380.0	147.9918073240549	47.3483576900869
987773.0	153.18267364195702	50.18549476140569
1018166.0	168.47543842332115	58.85471858327366
1038382.5	186.3268924302789	71.06579564570409
1053579.0	100.67051540313467	46.71228780803399
1078952.0	73.22597308590794	26.114945769129875
1109345.0	78.36580791629652	25.989054513315807
1139738.0	65.54936992070543	31.447898009427146
1170131.0	66.10551771789557	24.10692191883927
1200524.0	64.07202316322838	32.96182818948103
1230917.0	70.88790181949791	26.836711687524648
1261310.0	73.48863225084723	24.855421112399096
1291703.0	74.87641891224953	29.401668301379658
1322096.0	78.10077978481887	28.594122260616746
1348657.5	92.67474703035636	42.668672561093636
1363854.0	113.59350123972335	51.324473871294664
1382882.0	81.10736024742539	32.80075728614206
1413275.0	71.56394564537887	28.442335919242275
1443668.0	70.08228868489455	25.585716617114816
1474061.0	70.7389530483993	24.759776329172045
1504454.0	76.7807389859507	27.746779795687434
1534847.0	71.95795084394433	26.233338895788595
1565240.0	75.21277925838186	27.822667246098675
1595633.0	72.73786727206922	28.691387260951988
1626026.0	75.56743329056033	26.591406853251794
1656419.0	70.15776659099134	22.61257531768426
1686812.0	61.26170499786135	26.410036861964205
1717205.0	66.83052018556904	26.856275494662338
1747598.0	66.62336722271576	26.238095711540502
1777991.0	67.26259336031323	25.23685124725071
1808384.0	67.04497746191558	24.787137750747068
1838777.0	67.72872042904616	26.697426982919307
1869170.0	70.39334715230481	33.34887654590408
1899563.0	87.173559701247	44.54953209692496
1929956.0	64.69502846050078	27.58252126296994
1960349.0	65.63251406573882	26.334506545373507
1990742.0	67.40255979995393	27.8245468811311
2021135.0	74.21037738953048	32.03639239879837
2051528.0	75.65021551015036	26.01787562943245
2081921.0	69.10762346592965	23.18897133134448
2112314.0	72.0900207284572	31.03538004593251
2142707.0	68.36988780311256	26.55766824054568
2173100.0	69.27374724443128	25.179651940515207
2203493.0	64.72881913598526	24.75907468036852
2233886.0	77.13631428289409	31.98040067049976
2264279.0	62.149639719672294	21.020165702720846
2294672.0	66.45671700720561	23.469561573845574
2325065.0	67.18099562399237	24.17552807423003
2355458.0	81.7358273286612	37.79300668891307
2385851.0	65.97864639884183	25.74507532259143
2416244.0	65.16987464218735	23.000615121974636
2446637.0	75.72161352943112	37.68545691662116
2477030.0	66.2879939459744	24.44596635337919
2507423.0	67.32523936432732	24.15219308652304
2537816.0	71.55729937814628	28.17723902838935
2568209.0	70.82239331425	32.20584110218109
2598602.0	67.60204652387063	27.724105617856665
2628995.0	68.92133056953904	25.76928786657985
2659388.0	77.30793274767215	27.552246352655512
2689781.0	74.85522982265654	27.47713759681424
2720174.0	68.18408844141743	20.744023554033078
2750567.0	73.83884447076629	26.93291536484089
2780960.0	72.58842496627513	23.329100536868314
2811353.0	67.20758069292272	25.485281805800913
2841746.0	69.02178133122759	25.801514023100452
2872139.0	82.07261540486296	45.1178578498926
2889645.5	160.64458874458873	49.29973042434836
2904842.0	94.40685989213517	35.30106200745014
2932925.0	78.11884315467377	28.445736152213367
2963318.0	70.58770111538841	26.94464055169243
2993711.0	68.0680090810384	24.042653534042024
3024104.0	67.44648438785246	25.20733032647456
3054497.0	71.7723488961274	26.543130098091392
3084890.0	76.79488698055474	28.643787942608355
3115283.0	75.28437469154082	27.78103024422587
3145676.0	74.73270160892311	28.497944830110566
3176069.0	67.72296252426545	27.543898971384742
3206462.0	75.21070641266081	25.7280690555602
3236855.0	71.01911624387195	25.404231688079705
3267248.0	72.65373605764485	28.07538289439459
3297641.0	83.92896390616261	27.32816758329518
3322340.5	96.86041250131538	40.0507898636796
3337537.0	44.34407657855449	82.17525080634985
3358427.0	122.40440232948376	170.5149556886814
3388820.0	71.2418649031027	153.98639984796407
3410819.5	92.9285609290019	175.20013796620688
3426016.0	98.89652707452196	36.172969295192026
3449606.0	83.13364919553845	32.01209394156128
3479999.0	72.28378244990623	27.28463887321485
3510392.0	73.5217977823841	27.676429795569113
3540785.0	65.35521337150001	31.428789800891686
3571178.0	66.04626065212385	27.220747688630123
3601571.0	71.11420392853617	22.98245637631161
3631964.0	71.49392952324548	24.541171692042212
3662357.0	71.5655907610305	25.627862170859228
3692750.0	69.1779028065673	23.957307606801734
3723143.0	72.48593426117856	26.005065197344514
3753536.0	69.5623663343533	24.996949111377184
3783929.0	73.32645674990953	26.814854518727614
3814322.0	68.63152699634784	24.773177592631527
3844715.0	66.49800941006153	26.442728906435036
3875108.0	82.67199684137795	43.4719830727315
3905501.0	75.4534925805284	30.320448798986472
3935894.0	77.41167374066397	27.31066647917987
3966287.0	77.36041193695917	28.38544969668333
3987990.0	113.1524629216937	44.23099248521166
4003186.5	98.23843498273878	34.02480649242476
4027073.0	79.53186589017209	32.51123483076939
4057466.0	77.8036389958214	28.305690034157582
4087859.0	71.46576514328957	25.394817434699227
4118252.0	65.72339025433487	25.999152118877568
4148645.0	66.34961997828448	27.14175854207847
4179038.0	78.19672292962196	24.239754319463916
4209431.0	71.61369394268416	26.98521306347613
4239824.0	80.9789096173461	27.764104949382244
4259839.0	97.0836359863028	31.785698054461232
4275035.5	87.19247446521487	38.630457505200354
4300610.0	77.17566544928108	26.89207736904893
4331003.0	74.53548514460567	30.86106644789172
4361396.0	70.03349455466719	28.16269576872103
4391789.0	76.56572237028263	24.46937953162251
4422182.0	66.10222748659231	26.44188153420374
4452575.0	69.56766360675155	23.5852177147758
4482968.0	69.77297404007501	27.346565888188074
4513361.0	74.05372947718224	26.643604305349186
4543754.0	70.44398381206199	22.76356757089277
4574147.0	69.56072121870167	25.51184837021479
4604540.0	69.71901424670155	26.655753615360727
4634933.0	70.83404073306353	26.487180982961863
4665326.0	71.1496397196723	24.6003826001006
4695719.0	65.41522719047148	26.516603482672814
4726112.0	72.96976277432303	26.50765380407001
4756505.0	67.29411377619847	26.43077981831718
4786898.0	77.34484914289474	27.045207707857884
4817291.0	83.58868818477939	41.04881242072152
4847684.0	74.82456486691014	29.220610464850637
4878077.0	71.61264106866713	25.9619472034744
4908470.0	65.89629190932122	24.79252506001978
4938863.0	64.72246898956996	22.73046711996313
4969256.0	72.35310762346593	24.59059704910934
4999649.0	70.90589938472675	26.912670075900795
5030042.0	65.71621755009377	26.444643170903564
5060435.0	67.86217221070642	27.478837314940428
5090828.0	78.31691507913007	34.92339620004376
5121221.0	72.5717434935676	26.553673104829432
5151614.0	70.5127167439871	24.037577240643614
5182007.0	68.8810252360741	25.438057289453806
5212400.0	71.04023952883888	24.251466270995362
5242793.0	67.32787154936992	24.225992111328956
5273186.0	71.98177211857994	28.0741101522908
5303579.0	73.18655611489487	26.14562718592944
5333972.0	85.21172638436482	34.76836738916246
5352383.0	127.73977290402863	45.7114700861119
5367579.5	94.71365381405441	39.13515958922502
5394758.0	76.41055506202086	27.163547075773597
5425151.0	72.3210936728852	27.343971750702465
5455544.0	72.16645280163195	28.47217573763592
5485937.0	66.88349290955153	26.998482795159962
5516330.0	71.82295265357155	26.91031838191532
5546723.0	75.40012502878952	25.69897157730151
5577116.0	95.01095647023986	81.52508198420395
5607509.0	71.33859770341856	26.478069759688438
5637902.0	68.69729872010002	27.90744558418036
5668295.0	74.00259928272958	26.92020914936479
5698688.0	77.61218043628467	27.702193814414983
5729081.0	71.77685651301286	27.84301542066865
5759474.0	66.73697890961735	27.91124989251289
5789867.0	73.99420919290627	26.178386748378376
5820260.0	70.83344849142895	30.166531285160502
5850653.0	79.74882374230909	27.68163336907103
5881046.0	83.45698022570987	37.25686333674319
5907241.5	111.58491681061915	51.35762544575531
5922438.0	118.3119714115545	47.35526395681157
5941832.0	88.29691047280623	30.1156775694769
5972225.0	73.60803474484256	30.42509125275214
6002618.0	72.96907182574935	27.909214587218298
6033011.0	71.30724179909848	26.880473689251875
6063404.0	69.49313986773271	25.791703891035755
6093797.0	75.14901457572468	23.34457264174587
6124190.0	69.4872832560129	27.81536272128323
6154583.0	68.62586779850623	24.082282670681476
6184976.0	67.62994768532228	25.233308082859992
6215369.0	66.02589412035667	21.569159422037377
6245762.0	76.17112493008258	23.451518310162506
6276155.0	71.75033724870859	25.144269672653163
6306548.0	66.51719145855954	22.85026052255725
6336941.0	70.31145329516664	25.09700588789884
6367334.0	76.25630901852401	26.007031918489993
6397727.0	87.65241996512354	35.361436407650245
6428120.0	74.48761227914322	26.558135301992028
6458513.0	69.60408646727865	27.908781925724252
6488906.0	73.29480472477215	22.68242091583189
6519299.0	70.77813970322114	25.383260367542505
6549692.0	75.75978021254895	27.538045099064853
6580085.0	76.96130687987366	27.62573365786975
6610478.0	79.39660448129503	24.88603643272861
6640871.0	87.67640575132432	32.434584985196175
6660029.5	104.56145885916204	45.83853044433596
6675226.0	86.53709555387422	39.060652421925916
6701657.0	79.31191392754911	29.707342639359897
6732050.0	74.02776955219952	24.505233426852133
6762443.0	67.97117757378344	25.51105906922875
6792836.0	75.42592044220709	22.970784217827855
6823229.0	73.02592702266969	25.46074425934416
6853622.0	70.58908301253578	24.625523581717832
6884015.0	68.48695423288257	25.225201589856646
6914408.0	71.45487447767579	25.14507572111807
6944801.0	65.53926891060442	24.904915087430524
6975194.0	69.78939229427829	28.360422986011923
7005587.0	69.0075675319975	24.58645825496721
7035980.0	74.89240943638337	27.855779667702734
7066373.0	74.73398479913138	28.86770721965575
7096766.0	68.72457473760406	24.275719658389416
7127159.0	69.74214457276346	25.927185192205485
7157552.0	74.71628335471983	27.863315671587312
7187945.0	71.80307965649985	27.766030615802254
7218338.0	68.87803112558812	24.0090594500488
7248731.0	74.24538545059718	25.614115519159387
7279124.0	69.31915243641627	24.778237963254824
7309517.0	85.79936169512716	35.34856164984642
7327760.5	111.75352806038727	51.01948989548925
7342957.0	103.68286760772048	41.10396210899452
7370303.0	75.79179416312967	29.465040793466017
7400696.0	76.77952160036851	27.587829015857327
7431089.0	67.15763498173922	21.830685227240792
7461482.0	62.13907807718883	24.11274570932865
7491875.0	71.01543118481229	26.67674212482662
7522268.0	74.9732504195045	27.090635713264422
7552661.0	70.18139045174875	33.262078613955
7583054.0	68.84878096930214	27.07614191973306
7613447.0	70.93149738426611	25.95053303576996
7643840.0	73.08929687757049	23.969574864784317
7674233.0	72.11213108281513	22.090526919790427
7704626.0	67.27341822130096	23.366582343190018
7735019.0	69.71115059388676	25.83774913622342
7765412.0	64.38554930411608	24.399241158378842
7795805.0	2340.5925706577173	2146.9168882749973
7826198.0	107.64554338169974	235.16021612170164
7856591.0	65.29862139308393	23.359403488096866
7886984.0	74.03819958543086	24.56861921188517
7917377.0	71.12535781265423	32.07914323858407
7947770.0	69.57980456026058	23.627087539948146
7978163.0	74.93212252821374	34.42388152510454
8008556.0	60.75961570098378	27.115050674595977
8038949.0	66.6999967097687	26.251344534256095
8069342.0	64.92011318395683	25.79178043254154
8099735.0	65.85601947816932	26.903163615993982
8130128.0	61.96588030138519	25.898108155887094
8160521.0	74.13430724179909	26.41452768321389
8190914.0	72.78235119928931	27.990372655711234
8221307.0	75.1827394465831	22.500472143238255
8251700.0	72.97410587964333	29.095446839933313
8282093.0	69.40502747343139	24.58589619233552
8312486.0	77.16388642121541	34.89342696486758
8342879.0	66.51561214753397	27.772542526432865
8373272.0	70.36844010133912	24.772369404663333
8398726.5	132.8253558198479	67.51528029064035
8413923.0	125.80095170598359	64.46195095077935
8434058.0	83.7239166913434	27.668548575326334
8464451.0	70.92494982397263	30.65685663196663
8494844.0	69.20892968775705	26.87211170079911
8525237.0	74.1692165959267	24.672310323916562
8555630.0	73.76280722534794	25.85645972910123
8586023.0	80.43394860658704	40.540338761416415
8616416.0	78.40621195670056	30.056417738875417
8646809.0	68.46053367551738	25.698556757765722
8677202.0	69.12874675089658	23.9558916176678
8707595.0	65.59602540058566	26.591553476308132
8737988.0	72.62665745401901	25.81891284161865
8768381.0	73.77547461586549	36.76179143323199
8798774.0	79.94719178758267	37.03363266469235
8829167.0	63.09107360247425	23.070545951090114
8859560.0	72.4959694666535	24.383046398399493
8889953.0	69.30079294574409	25.611154487171433
8920346.0	66.096864409568	25.296477145967305
8950739.0	67.30480702793406	24.644908196551498
8981132.0	68.74191425657224	26.938186223484934
9011525.0	73.8991873128681	26.266434378649883
9041918.0	68.23120455368013	26.06521664412105
9072311.0	75.2852630539927	25.268463459731127
9102704.0	72.48192017898859	24.67604204417076
9133097.0	69.74806698910933	25.586730579715688
9163490.0	68.82124173329385	26.56440824383841
9193883.0	72.0016122133386	27.461907885175137
9224276.0	72.12236370216826	23.66817919790769
9254669.0	72.66752212680551	26.209764691982535
9285062.0	82.80880465896753	26.929542817868814
9315455.0	84.38067976178725	29.814522214403524
9332033.5	120.38314037626628	68.30623190406557
9347230.0	106.68609070179883	45.433496200517354
9376241.0	79.25334781035107	26.6320437064519
9406634.0	77.40742934228277	25.00998912072482
9437027.0	84.31842858552956	36.01066516729186
9467420.0	72.92896390616261	26.291659148278487
9497813.0	67.21307537919915	23.534862318463386
9528206.0	72.11236139900635	20.64732618135128
9558599.0	70.53222781561544	26.443025666941594
9588992.0	70.27664264797815	21.775142831362235
9619385.0	69.79590695225875	27.632555472412825
9649778.0	71.74487546474518	25.374744063691193
9680171.0	72.10571513177376	23.966648840379026
9710564.0	64.40644227289178	21.11483627671934
9740957.0	66.96555127825486	27.19678934312183
9771350.0	74.15934590201691	24.31179960782607
9801743.0	68.76264271378278	26.6782005458543
9832136.0	70.4854736287961	28.33205069472184
9862529.0	79.5006086927911	30.712198456169183
9892922.0	77.86391603329714	30.060970736752715
9923315.0	75.5220939032014	25.786952770255777
9953708.0	70.3902214325667	24.57597969579431
9984101.0	73.73477445464417	25.349335038452566
1.0014494E7	75.25574967920245	24.398322140099403
1.0044887E7	77.49100121738559	29.43772924780713
1.007528E7	78.19405784226632	25.35523356069088
1.01041125E7	97.84247579935465	42.44468602039487
1.0119309E7	131.85709708426785	53.38555330936216
1.0136066E7	89.85703944987333	35.79813126527704
1.0166459E7	78.4629684466818	28.71366257466326
1.0196852E7	77.81179876945349	28.76260250737754
1.0227245E7	76.41973480735696	36.08860747171501
1.0257638E7	67.155397624453	25.115367014055668
1.0288031E7	73.23403415260093	23.615980596454797
1.0318424E7	75.76711742835522	28.48857064834297
1.0348817E7	71.20754779060968	26.854374644885347
1.037921E7	70.6278419372882	26.902964879306648
1.0409603E7	73.84690553745928	26.613648435073618
1.0439996E7	70.76974961339782	26.130483946801437
1.0470389E7	64.57039449873326	26.487430042412626
1.0500782E7	67.66896982857895	24.49836809164546
1.0531175E7	69.1188760569868	24.364953095810318
1.0561568E7	66.70684039087948	25.593558510407995
1.0591961E7	68.37011811930378	24.626329240535583
1.0622354E7	69.64064093705788	24.545639163294492
1.0652747E7	68.64919553844635	23.43807939982896
1.068314E7	70.31431579640049	23.30356548359813
1.0713533E7	77.22863817326358	35.772867128187904
1.0743926E7	72.02908564472082	23.943152879315146
1.0774319E7	66.03964728720429	22.61715679004377
1.0804712E7	64.9982890797223	26.463339934289117
1.0835105E7	75.74908696081334	41.390170944095296
1.0865498E7	68.8038364096996	26.344971308452422
1.0895891E7	66.9531800085546	26.65173429517013
1.0926284E7	69.23439607804428	24.91677259483308
1.0956677E7	70.71184154246043	23.73229710966482
