#Position (bp)	insert size
15197.0	259.9538338016861
45590.0	267.23328744072205
75983.0	265.4222072224097
106376.0	269.17317728926145
136769.0	260.1181338028169
167162.0	260.7881586094514
197555.0	265.6052712228011
221485.0	260.7786988193921
236681.5	266.53779587681345
258341.0	261.7103712433707
288734.0	260.09164116604927
319127.0	261.93949358763564
349520.0	266.89246263807667
379913.0	264.5623115577889
410306.0	266.0642902609803
440699.0	266.8544834005585
471092.0	253.63822237242312
501485.0	256.9144477706003
531878.0	265.7558760683761
562271.0	259.3340032888726
592664.0	266.57909041493025
623057.0	264.5027382256298
653450.0	262.3524778470627
683843.0	263.2945448403986
714236.0	266.40680746360465
744629.0	265.0152976388427
775022.0	263.05059523809524
805415.0	261.84398368456834
835808.0	263.4544476327116
866201.0	262.74211409395974
896594.0	267.96294433266263
926987.0	266.3714464229928
957380.0	259.1046228710462
987773.0	263.0
1018166.0	261.3157119717273
1038382.5	259.15654615654614
1053579.0	256.94549150036954
1078952.0	263.1592992796333
1109345.0	270.2123491615734
1139738.0	263.1686436307375
1170131.0	254.33286185761435
1200524.0	256.4488773747841
1230917.0	260.7868178829717
1261310.0	266.5730806296177
1291703.0	264.98391928109726
1322096.0	261.4030354131535
1348657.5	252.37590630228667
1363854.0	257.0124366651313
1382882.0	262.1181330627627
1413275.0	267.70234678372447
1443668.0	260.18730368655974
1474061.0	264.0918383903943
1504454.0	261.1843894899536
1534847.0	261.25603547380524
1565240.0	263.4088202156768
1595633.0	264.7625970593094
1626026.0	259.4998368146214
1656419.0	265.913986013986
1686812.0	260.31755349365653
1717205.0	267.42362376959534
1747598.0	265.7580225498699
1777991.0	262.3164008321775
1808384.0	254.668353515272
1838777.0	262.19676971170543
1869170.0	256.9835984910612
1899563.0	270.24197337509787
1929956.0	257.7463351271108
1960349.0	258.9969754253308
1990742.0	260.9699892818864
2021135.0	258.7826436966672
2051528.0	261.9731092436975
2081921.0	263.7665860400829
2112314.0	272.2070822454308
2142707.0	264.308593046298
2173100.0	262.0239918325676
2203493.0	260.07233806975455
2233886.0	263.9783281733746
2264279.0	265.310856498873
2294672.0	263.7375
2325065.0	260.2877835951134
2355458.0	260.94849048504796
2385851.0	258.6290350724132
2416244.0	261.71983748454335
2446637.0	259.34766118836916
2477030.0	260.91987919701546
2507423.0	262.5847442523614
2537816.0	259.7004921092822
2568209.0	259.17379332685454
2598602.0	263.80216411181243
2628995.0	266.3772260273973
2659388.0	267.6548166957626
2689781.0	258.1444462892246
2720174.0	261.2728181212525
2750567.0	265.5515288788222
2780960.0	268.1670190274841
2811353.0	263.61185185185184
2841746.0	258.80312818769124
2872139.0	258.32088840441475
2889645.5	280.50911577028256
2904842.0	267.5980815347722
2932925.0	261.8657838809874
2963318.0	268.62832150519887
2993711.0	264.1040395713108
3024104.0	266.735947258848
3054497.0	263.81472643599795
3084890.0	262.43335943617853
3115283.0	264.146736463275
3145676.0	264.3330647760232
3176069.0	259.92717086834733
3206462.0	261.2213752333541
3236855.0	262.25729400448864
3267248.0	266.002758844531
3297641.0	273.43108624454146
3322340.5	254.46103248953557
3337537.0	209.032154340836
3358427.0	214.84715277259497
3388820.0	211.1616113175878
3410819.5	210.41095890410958
3426016.0	257.5104712041885
3449606.0	263.2427947598253
3479999.0	261.1219670009706
3510392.0	267.11604899497485
3540785.0	256.2336869173899
3571178.0	258.1694885361552
3601571.0	268.3976123362626
3631964.0	267.6927888792354
