#Position (bp)	mapping quality
15197.0	24.913423620847137
45590.0	42.706554303447994
75983.0	42.78469986203712
106376.0	42.75255341939183
136769.0	41.11339460397693
167162.0	32.64204448022308
197555.0	29.539851646291467
221485.0	9.68595067315794
236681.5	18.793859262264718
258341.0	35.69757084084946
288734.0	42.41273725272279
319127.0	42.13232630575865
349520.0	42.77309391458231
379913.0	42.664245434668835
410306.0	41.84129624812238
440699.0	34.44862207003534
471092.0	39.81431324426767
501485.0	32.542115787933476
531878.0	41.746376011783994
562271.0	42.09362383279313
592664.0	42.50982359741568
623057.0	42.57312549795708
653450.0	41.036436823418455
683843.0	42.538522559619494
714236.0	40.53677549032203
744629.0	42.82000177491565
775022.0	42.576527945038414
805415.0	42.71076811720473
835808.0	41.62742938235289
866201.0	42.235001635230844
896594.0	41.28698646902947
926987.0	42.76299276839204
957380.0	42.65573510380618
987773.0	42.76070511858757
1018166.0	42.270781145573814
1038382.5	14.63576697898433
1053579.0	25.728178912014243
1078952.0	42.68573794360353
1109345.0	42.67530516634598
1139738.0	35.30079409807005
1170131.0	42.22957972916373
1200524.0	40.897118570521314
1230917.0	39.069260157412394
1261310.0	42.62765885567987
1291703.0	42.64722795316406
1322096.0	40.91764924785521
1348657.5	32.6064055253578
1363854.0	6.305156821484042
1382882.0	27.951625413646013
1413275.0	41.10279932833359
1443668.0	42.744212275335144
1474061.0	41.48738301895685
1504454.0	41.307227731627
1534847.0	42.73037099216943
1565240.0	41.573712632287396
1595633.0	41.31208647676032
1626026.0	42.68748511147409
1656419.0	42.393645058229176
1686812.0	42.54885183821985
1717205.0	42.68234632168197
1747598.0	41.149921679887775
1777991.0	42.49327569290241
1808384.0	41.72951227968344
1838777.0	41.26261692135737
1869170.0	30.580506831655935
1899563.0	18.527189991963333
1929956.0	42.67477198261165
1960349.0	41.71180628032478
1990742.0	41.77881795676865
2021135.0	31.087282084730063
2051528.0	42.73705232303866
2081921.0	42.71005033570294
2112314.0	38.57150283412685
2142707.0	42.7470199703894
2173100.0	38.770547910726094
2203493.0	42.58191232969111
2233886.0	23.60078802230634
2264279.0	42.37003169005196
2294672.0	42.335343292949545
2325065.0	42.688997553626045
2355458.0	24.702332233928875
2385851.0	42.387526728890585
2416244.0	42.723465734037624
2446637.0	29.25602118421948
2477030.0	42.7880403331872
2507423.0	37.323863792240964
2537816.0	41.470485184829656
2568209.0	30.33474550319639
2598602.0	40.0216383875231
2628995.0	42.65236532444661
2659388.0	40.795195568868714
2689781.0	42.67647748996956
2720174.0	41.943761514830115
2750567.0	42.662104835993176
2780960.0	42.74458439654705
2811353.0	42.36852750721246
2841746.0	42.65942838930809
2872139.0	33.091474924467974
2889645.5	0.9807926864184523
2904842.0	4.929661333952623
2932925.0	42.60984700487911
2963318.0	42.51845373238695
2993711.0	42.52237609896099
3024104.0	42.383539404525315
3054497.0	42.62069781352207
3084890.0	37.91214436296618
3115283.0	38.247873459266124
3145676.0	41.99811132090553
3176069.0	42.72744950262294
3206462.0	41.455963256911
3236855.0	42.48042101007647
3267248.0	42.08454575594876
3297641.0	39.790794421754356
3322340.5	34.651086572179814
3337537.0	30.579470227311052
3358427.0	38.99059968031438
3388820.0	35.589872768264584
3410819.5	37.135214827984015
3426016.0	26.478990884192754
3449606.0	38.370712550055494
3479999.0	41.8647191391334
3510392.0	42.37661882162228
3540785.0	42.017496183029216
3571178.0	42.472996981115806
3601571.0	42.31573569205185
3631964.0	42.76046149525925
3662357.0	42.28970622349477
3692750.0	40.37623038938588
3723143.0	42.071439529119196
3753536.0	42.21403763367121
3783929.0	41.70986004509837
3814322.0	42.46743633480231
3844715.0	41.38507377412121
3875108.0	29.074188244048283
3905501.0	31.930278381064614
3935894.0	42.75771613582079
3966287.0	42.62469384713304
3987990.0	17.334333215762978
4003186.5	14.545256553795939
4027073.0	42.136466676367725
4057466.0	42.706730464249404
4087859.0	42.12016488301067
4118252.0	39.542525170058944
4148645.0	34.305438943709895
4179038.0	42.27485023644798
4209431.0	41.77740683410471
4239824.0	42.648930117299116
4259839.0	42.33453621990203
4275035.5	35.09638511404755
4300610.0	42.77167111408599
4331003.0	42.67400453001369
4361396.0	41.91839826700623
4391789.0	42.51444355734854
4422182.0	42.506605494286426
4452575.0	42.67591459342172
4482968.0	42.447187091347686
4513361.0	42.23541522712455
4543754.0	42.46688525387548
4574147.0	42.425825020180106
4604540.0	42.58299027354195
4634933.0	42.179410835322365
4665326.0	38.5703547121323
4695719.0	42.19494511443407
4726112.0	42.66482484465657
4756505.0	41.88894687340604
4786898.0	37.691776937859366
4817291.0	22.896167110774158
4847684.0	31.2378180436762
4878077.0	42.69519511541584
4908470.0	42.207563897965905
4938863.0	42.67174210007758
4969256.0	33.737971934286485
4999649.0	41.81856336744951
5030042.0	40.815944286149715
5060435.0	42.50312967813561
5090828.0	22.59606100212987
5121221.0	42.54057660968892
5151614.0	41.744222803696694
5182007.0	41.817784902578
5212400.0	42.77199065281566
5242793.0	42.742595504651476
5273186.0	41.87956327444023
5303579.0	42.70794182019488
5333972.0	33.500135078596614
5352383.0	1.0360970159800122
5367579.5	31.44700930363655
5394758.0	42.393541558267174
5425151.0	42.70255637899778
5455544.0	34.19990601651799
5485937.0	42.06163193036764
5516330.0	42.44717165387574
5546723.0	41.81231669537204
5577116.0	25.010272808450814
5607509.0	42.65999668826102
5637902.0	41.34518994416054
5668295.0	42.71107462480732
5698688.0	42.78761825651037
5729081.0	42.293424743707156
5759474.0	42.33982478074944
5789867.0	42.677314646216935
5820260.0	41.511768000559
5850653.0	41.99243212943449
5881046.0	24.42049163517622
5907241.5	5.997840429040569
5922438.0	1.9740581726684623
5941832.0	24.564464790819645
5972225.0	42.609658796478335
6002618.0	42.163216699003144
6033011.0	42.07665808130427
6063404.0	41.3102703944096
6093797.0	42.77746224414439
6124190.0	34.97743923437222
6154583.0	42.68812787521486
6184976.0	42.553216521426975
6215369.0	42.808085987311195
6245762.0	42.231485731270425
6276155.0	41.54150546302751
6306548.0	42.11495401665517
6336941.0	42.399493650711605
6367334.0	42.163707361953456
6397727.0	22.859947520342853
6428120.0	42.63179415878919
6458513.0	41.364611912149286
6488906.0	42.72256737672151
6519299.0	42.69921782635099
6549692.0	42.55850985241615
6580085.0	42.802995615875275
6610478.0	41.973372619578086
6640871.0	28.261463096015675
6660029.5	7.1206942931607005
6675226.0	37.721571112779216
6701657.0	42.7934334632274
6732050.0	42.38825272470321
6762443.0	42.49660353959324
6792836.0	42.10463262884856
6823229.0	42.14909698069853
6853622.0	42.117018096842564
6884015.0	42.605972563722894
6914408.0	42.613898490924086
6944801.0	42.638755324843785
6975194.0	41.94542348214003
7005587.0	42.64313542823423
7035980.0	42.61383890947806
7066373.0	42.70645298702617
7096766.0	42.55571091311997
7127159.0	42.28496796973405
7157552.0	42.63793790769735
7187945.0	42.1850668036999
7218338.0	41.63729186079156
7248731.0	42.623050447573306
7279124.0	42.38648265387482
7309517.0	37.99780616076755
7327760.5	15.500269067982027
7342957.0	16.813562978575433
7370303.0	42.22468273869545
7400696.0	41.65762090829719
7431089.0	40.18187518761108
7461482.0	42.71216684449755
7491875.0	42.502231378439085
7522268.0	42.27860628258824
7552661.0	31.76057312015971
7583054.0	42.34678658384079
7613447.0	42.63196109927872
7643840.0	42.7950687416774
7674233.0	42.80219088929949
7704626.0	42.29825820630319
7735019.0	42.18477193929409
7765412.0	42.45936504986903
7795805.0	4.007726837055555
7826198.0	20.340942945881352
7856591.0	42.466198582604626
7886984.0	42.64903830537323
7917377.0	29.522011554160187
7947770.0	41.78862491184055
7978163.0	30.940162498908627
8008556.0	42.43082651046625
8038949.0	42.56852845339983
8069342.0	42.17427105456715
8099735.0	42.724691866263036
8130128.0	41.47316488148206
8160521.0	42.25734406153799
8190914.0	42.68187089742198
8221307.0	42.721777015246225
8251700.0	42.604784086113106
8282093.0	35.032997903677945
8312486.0	32.82960019410351
8342879.0	41.18461049925483
8373272.0	42.21380000129195
8398726.5	7.292467465541278
8413923.0	4.198231724018915
8434058.0	42.65259300655768
8464451.0	42.70702609475296
8494844.0	42.69339765944836
8525237.0	42.32545042230707
8555630.0	42.35405185158099
8586023.0	28.947302582199807
8616416.0	31.697120667799247
8646809.0	42.18327119485368
8677202.0	42.52925887913482
8707595.0	42.63780232386349
8737988.0	42.681242781076584
8768381.0	28.957774450389355
8798774.0	33.53917435053369
8829167.0	42.61767114150751
8859560.0	42.60622923736581
8889953.0	42.462709967671195
8920346.0	41.33553803741903
8950739.0	42.22638012717237
8981132.0	42.57229061379881
9011525.0	39.52157969213314
9041918.0	41.48627779226763
9072311.0	42.58505696025492
9102704.0	42.717242374342945
9133097.0	42.604900204715506
9163490.0	42.007596042237175
9193883.0	42.74222502619816
9224276.0	42.36169223108969
9254669.0	42.532296452238484
9285062.0	42.23388856518287
9315455.0	37.17624371551977
9332033.5	17.46368120036122
9347230.0	17.76619317979835
9376241.0	42.67580966962069
9406634.0	42.25197829687497
9437027.0	32.83202524102313
9467420.0	42.51546849555771
9497813.0	42.771123417329605
9528206.0	42.780668584807486
9558599.0	42.747229665539024
9588992.0	41.2200924317263
9619385.0	42.10348093852212
9649778.0	42.725786952956945
9680171.0	42.44093280537902
9710564.0	42.71724262143235
9740957.0	42.66690594865608
9771350.0	41.965578318222626
9801743.0	42.663249683474625
9832136.0	42.261885883210724
9862529.0	34.286910323452176
9892922.0	28.60442919263792
9923315.0	38.12362908234397
9953708.0	42.186737460963116
9984101.0	42.664558300449585
1.0014494E7	42.69632776233562
1.0044887E7	41.983478975077084
1.007528E7	39.880192716577724
1.01041125E7	33.59257401862863
1.0119309E7	20.243988556721863
1.0136066E7	34.17455053451545
1.0166459E7	42.59185020359354
1.0196852E7	42.00037092007107
1.0227245E7	30.944120597271407
1.0257638E7	42.730238225349986
1.0288031E7	42.14134638490277
1.0318424E7	42.69110898393156
1.0348817E7	42.10540537947483
1.037921E7	42.58798241841596
1.0409603E7	42.60958322849723
1.0439996E7	42.769488699162686
1.0470389E7	41.75225710666323
1.0500782E7	42.76999800377693
1.0531175E7	42.534180994338634
1.0561568E7	42.50031150767942
1.0591961E7	42.070315844886075
1.0622354E7	42.540087278006894
1.0652747E7	42.177430780092884
1.068314E7	40.06536104997474
1.0713533E7	30.60307745473874
1.0743926E7	42.67034118541763
1.0774319E7	42.32399818030416
1.0804712E7	42.01654113694038
1.0835105E7	31.073510414422064
1.0865498E7	42.664699116065606
1.0895891E7	42.407948700249214
1.0926284E7	42.6817660724632
1.0956677E7	42.74770926631458
1.098707E7	42.27416567141928
1.1017463E7	42.28668316594662
1.1047856E7	42.81455868632207
