#Coverage (X)	Coverage
1.0	99.88491503528184
2.0	99.87166352515669
3.0	99.83821806260619
4.0	99.81978439768349
5.0	99.78464445277062
6.0	99.76024719700949
7.0	99.72126587703241
8.0	99.68831395303405
9.0	99.6472926737081
10.0	99.60585188661281
11.0	99.55116781503492
12.0	99.49497845087296
13.0	99.4296586234963
14.0	99.35783231287382
15.0	99.27333851274625
16.0	99.17755913105957
17.0	99.07478795321748
18.0	98.96122473236844
19.0	98.82850399005355
20.0	98.68756583084541
21.0	98.53674044930928
22.0	98.37596204030483
23.0	98.19658545352696
24.0	98.0056436133438
25.0	97.78873341967517
26.0	97.55717335665028
27.0	97.30728656205568
28.0	97.03503424540628
29.0	96.73588407766488
30.0	96.40693240701631
31.0	96.05544247581969
32.0	95.67722743202432
33.0	95.26587127445227
34.0	94.82242688534811
35.0	94.34845713679367
36.0	93.83722522755212
37.0	93.29118239909913
38.0	92.70466940937007
39.0	92.0835100132803
40.0	91.404878052793
41.0	90.67510727266071
42.0	89.9008933459076
43.0	89.09078271512831
44.0	88.21780349844802
45.0	87.29370191340783
46.0	86.32025469879548
47.0	85.2799823642224
48.0	84.18108587529679
49.0	83.03050767431884
50.0	81.8256155556771
51.0	80.5590557949446
