#Read position (bp)	Clipping profile
0.0	1.3853927387900185
1.0	1.1604007845961593
2.0	1.0598004018179037
3.0	1.0167806035735936
4.0	0.9878743033994263
5.0	0.9607571561032298
6.0	0.9407882486142737
7.0	0.9229421662311985
8.0	0.9069043720509923
9.0	0.8924201270609493
10.0	0.8785290771427469
11.0	0.8656904700939388
12.0	0.8531161697202858
13.0	0.8405825319120411
14.0	0.8286612245005351
15.0	0.816811674557397
16.0	0.805157065736658
17.0	0.7937476282661757
18.0	0.7825295440446742
19.0	0.771165552970825
20.0	0.7602034037198354
21.0	0.7492950725701217
22.0	0.7384788301714801
23.0	0.7280787810893716
24.0	0.7176045826232832
25.0	0.70714114777745
26.0	0.6968678702227914
27.0	0.6864271585752746
28.0	0.6761562729362283
29.0	0.6658243934490693
30.0	0.6566848838946222
31.0	0.6477510790828295
32.0	0.6388495651318024
33.0	0.6298428068938356
34.0	0.6207343922423479
35.0	0.6126389538526524
36.0	0.6049345936655616
37.0	0.5980769716052109
38.0	0.5919871544563959
39.0	0.5860575956536023
40.0	0.5805789129437198
41.0	0.5751408927992456
42.0	0.5699659833721202
43.0	0.5647372558437189
44.0	0.5599019984335344
45.0	0.5555319686099346
46.0	0.5515099625079187
47.0	0.5473169344396263
48.0	0.5434934573334279
49.0	0.5397812043031998
50.0	0.5362459530282788
51.0	0.5330479618546866
52.0	0.5296406780650217
53.0	0.5263278749420409
54.0	0.523159782713602
55.0	0.5202069628902665
56.0	0.5174538680205547
57.0	0.5150081343070184
58.0	0.5126365499774622
59.0	0.5102817090571918
60.0	0.5080273285926363
61.0	0.5062501352927268
62.0	0.5042516897986832
63.0	0.5024230703131102
64.0	0.5009137715617739
65.0	0.49955755540962216
66.0	0.4983209350380835
67.0	0.49692166440491115
68.0	0.4957831125734752
69.0	0.4947880756787748
70.0	0.4940214667250454
71.0	0.49374759238744154
72.0	0.4934892655013174
73.0	0.4933541222692247
74.0	0.49344501506249056
75.0	0.4935167725308584
76.0	0.4933445546067757
77.0	0.49344142718907213
78.0	0.4939305739317794
79.0	0.4940752848263212
80.0	0.4949866046745925
81.0	0.49592901942582307
82.0	0.49706876721506515
83.0	0.4983029956709915
84.0	0.4996687794855922
85.0	0.5010644622453462
86.0	0.5026945527351017
87.0	0.5042839806594488
88.0	0.5063195008454824
89.0	0.5079723145335544
90.0	0.5102338707449466
91.0	0.5125301097327166
92.0	0.51496747174161
93.0	0.5175076861218306
94.0	0.5201399892531232
95.0	0.5231346675996732
96.0	0.5263924566635719
97.0	0.5295198863266025
98.0	0.5330443739812682
99.0	0.536450461813127
100.0	0.5398613334762105
101.0	0.5434264836962845
102.0	0.5472547446337075
103.0	0.5512588113686313
104.0	0.5552724457660043
105.0	0.5598350247963911
106.0	0.564738451801525
107.0	0.5700568761653861
108.0	0.5752353734659299
109.0	0.580525094842444
110.0	0.5859332160417648
111.0	0.5917969971652213
112.0	0.5977540629975558
113.0	0.6045781982393348
114.0	0.6121916656331599
115.0	0.6203122191367839
116.0	0.6292197128768418
117.0	0.6382623498489924
118.0	0.6470657952599169
119.0	0.6561275675569656
120.0	0.6651594409088609
121.0	0.6752856156533654
122.0	0.6855433457565444
123.0	0.6958644616234482
124.0	0.7061879694059642
125.0	0.7166059578551645
126.0	0.7270095948106913
127.0	0.7373462581290747
128.0	0.7478264363841938
129.0	0.7585613536520186
130.0	0.7694768605485691
131.0	0.7805023955632835
132.0	0.7916295869915191
133.0	0.8030127133902665
134.0	0.814533374936719
135.0	0.8260791515971
136.0	0.8377624634051861
137.0	0.8499002391796016
138.0	0.8621229279582525
139.0	0.8744101984584344
140.0	0.8876398837098467
141.0	0.9017186990036117
142.0	0.9165581434620753
143.0	0.93388518015729
144.0	0.9515506729116394
145.0	0.9725684353965718
146.0	1.0013670993681876
147.0	1.0396831955609873
148.0	1.144877252272589
149.0	1.3831539057769426
