#Read position (bp)	Clipping profile
0.0	1.220840991513249
1.0	1.0508074918296413
2.0	0.9741264482161166
3.0	0.9411049600160232
4.0	0.9186983497819358
5.0	0.8977568030667581
6.0	0.8820096477538423
7.0	0.8678078901380918
8.0	0.8549759544897108
9.0	0.8432703537117182
10.0	0.8319606265131708
11.0	0.8214169726639686
12.0	0.8111010703510582
13.0	0.8010477034454369
14.0	0.7912477618856528
15.0	0.7815530001262654
16.0	0.7721340247726423
17.0	0.7625991031823615
18.0	0.7530583842802477
19.0	0.7438340329667285
20.0	0.7345508803474756
21.0	0.7254110041492355
22.0	0.7164185453090315
23.0	0.7075006233352501
24.0	0.6985760758622314
25.0	0.6897095015075413
26.0	0.6807269809161935
27.0	0.671730381138966
28.0	0.663014536891931
29.0	0.6542597678368751
30.0	0.6470934622240287
31.0	0.6398849190535427
32.0	0.6326482175112972
33.0	0.6255349158923514
34.0	0.6186766959940525
35.0	0.6124594931469894
36.0	0.607113543449668
37.0	0.6026761153352994
38.0	0.59878860365765
39.0	0.5951768783857647
40.0	0.5919096790742335
41.0	0.5886143213909427
42.0	0.585466381065688
43.0	0.5825660687744378
44.0	0.5798463013374117
45.0	0.5774039766809591
46.0	0.5752250156192004
47.0	0.5731528907326475
48.0	0.5710675148476196
49.0	0.5691527455679593
50.0	0.5674044419566431
51.0	0.5655923679151653
52.0	0.5639359931057705
53.0	0.5621769230581933
54.0	0.5606894984793568
55.0	0.5592691570803009
56.0	0.5578355646827696
57.0	0.5563953467860009
58.0	0.5551953032365945
59.0	0.5543422702097561
60.0	0.5534701888726098
61.0	0.5525169451698032
62.0	0.5515247766589757
63.0	0.5509243407905701
64.0	0.5502071304981022
65.0	0.5494244934006632
66.0	0.5484869852585458
67.0	0.5476091066095666
68.0	0.5469581513094744
69.0	0.5466558629067599
70.0	0.5463751073765675
71.0	0.5462053289586045
72.0	0.5459916566081926
73.0	0.5461904215853199
74.0	0.5462525356406723
75.0	0.546274896700599
76.0	0.5461763423994401
77.0	0.5461142283440878
78.0	0.5463171342582387
79.0	0.5464355650571103
80.0	0.5467651836441799
81.0	0.5469689177457355
82.0	0.5476877844130128
83.0	0.5484223866409793
84.0	0.5493582384082875
85.0	0.5503653142923994
86.0	0.5510783836478439
87.0	0.55173182351015
88.0	0.552711569209907
89.0	0.5536300290417164
90.0	0.5546056338044499
91.0	0.555355143405701
92.0	0.556573407078011
93.0	0.5579804974785918
94.0	0.5594521864967389
95.0	0.5608973735179359
96.0	0.5625752811998527
97.0	0.5642465633825321
98.0	0.5657563490212953
99.0	0.5675038244452068
100.0	0.5692032649996458
101.0	0.570959850485009
102.0	0.5728605405787894
103.0	0.5750676600123078
104.0	0.5772631848221607
105.0	0.5796988839793755
106.0	0.5822770313701984
107.0	0.5852676160885606
108.0	0.5883435041096067
109.0	0.5916007651722814
110.0	0.5947892866803663
111.0	0.5982560791564295
112.0	0.6020442083455152
113.0	0.6064501653385053
114.0	0.6116702305503128
115.0	0.6179362964542531
116.0	0.624775468042244
117.0	0.6318713777256911
118.0	0.6388629357961463
119.0	0.6460184749727315
120.0	0.6531433712153429
121.0	0.6617714275974801
122.0	0.6704823027200871
123.0	0.6793405952007302
124.0	0.6882270460531329
125.0	0.6971159814677499
126.0	0.7059643356995365
127.0	0.7148748039866756
128.0	0.723835791705501
129.0	0.7329557914060285
130.0	0.7420815884183888
131.0	0.7511726015597519
132.0	0.7605882641637562
133.0	0.7700445079505908
134.0	0.7794046819984805
135.0	0.788806265416605
136.0	0.7983387024446718
137.0	0.8081634896265967
138.0	0.8179766821848558
139.0	0.8280789121473543
140.0	0.8387053847370263
141.0	0.8500896488019962
142.0	0.861882209257482
143.0	0.8753874612658821
144.0	0.8894152995266462
145.0	0.9057107149014716
146.0	0.9280419600817315
147.0	0.9573324640236633
148.0	1.0373511028781186
149.0	1.2141782238424585
