#Coverage (X)	Coverage
1.0	99.93332294160493
2.0	99.9296378537489
3.0	99.92234993446219
4.0	99.91624650770063
5.0	99.90620299816445
6.0	99.89774703763766
7.0	99.88259540408674
8.0	99.86920405803849
9.0	99.85139554194852
10.0	99.83547069799924
11.0	99.81673268430272
12.0	99.79927787084178
13.0	99.77792410281889
14.0	99.7590298019142
15.0	99.73660670036163
16.0	99.71484165021195
17.0	99.68838798381687
18.0	99.66056886076085
19.0	99.63209168630196
20.0	99.59865444939399
21.0	99.56259323251712
22.0	99.52566832317397
23.0	99.48222047929997
24.0	99.43171503413025
25.0	99.37403682866932
26.0	99.30767234469062
27.0	99.2329177053254
28.0	99.14974000800355
29.0	99.05098294371892
30.0	98.93801196913245
31.0	98.8097824276421
32.0	98.66969150961516
33.0	98.51373332713668
34.0	98.33230855536742
35.0	98.12827971790982
36.0	97.89487711095693
37.0	97.63521825302982
38.0	97.3327367000614
39.0	96.99196478108892
40.0	96.60354171490663
41.0	96.17430301046178
42.0	95.69411467615028
43.0	95.16138916296273
44.0	94.57258944460872
45.0	93.92386592038154
46.0	93.21261928723985
47.0	92.42884716386014
48.0	91.56961299585716
49.0	90.64755137016584
50.0	89.64189253938335
51.0	88.54499488159394
