#GC Content (%)	Sample
1.0	0.0
2.0	1.5598604236892883E-6
3.0	1.5598604236892883E-6
4.0	1.5598604236892883E-6
5.0	1.2478883389514306E-5
6.0	3.119720847378577E-5
7.0	5.4595114829125085E-5
8.0	4.679581271067865E-5
9.0	7.643316076077513E-5
10.0	4.523595228698936E-5
11.0	1.2166911304776449E-4
12.0	1.0451064838718232E-4
13.0	1.2478883389514307E-4
14.0	1.2634869431883236E-4
15.0	1.481867402504824E-4
16.0	1.8094380914795744E-4
17.0	2.511375282139754E-4
18.0	3.150918055852362E-4
19.0	3.915249663460113E-4
20.0	4.570391041409615E-4
21.0	6.457822154073652E-4
22.0	7.175357948970727E-4
23.0	0.0010778635527692983
24.0	0.0013898356375071559
25.0	0.0022056426390966535
26.0	0.0028264670877249905
27.0	0.0043816479301432105
28.0	0.0067885125638957825
29.0	0.009833360110937274
30.0	0.014311719387349221
31.0	0.01980710766000658
32.0	0.02701054309660372
33.0	0.03526376459834374
34.0	0.04389915190388764
35.0	0.053414300488392304
36.0	0.06180166998656961
37.0	0.06810506595869802
38.0	0.07291567550535578
39.0	0.07461280364632972
40.0	0.07355053869779732
41.0	0.06953233824637371
42.0	0.0646125384700577
43.0	0.05644354943119689
44.0	0.048956219397488315
45.0	0.040578209061853145
46.0	0.033030044471620675
47.0	0.026402197531364892
48.0	0.02079605916862559
49.0	0.01606032292230491
50.0	0.012669186361204399
51.0	0.011521129089369083
52.0	0.007095805067362572
53.0	0.005440793157828238
54.0	0.0033552597713556592
55.0	0.002229040545451993
56.0	0.0014116736834388058
57.0	9.203176499766799E-4
58.0	6.286237507467831E-4
59.0	4.0400384973552576E-4
60.0	3.1197208473785767E-4
61.0	2.1370087804543252E-4
62.0	1.435071589794145E-4
63.0	7.175357948970727E-5
64.0	3.119720847378576E-5
65.0	2.0278185507960746E-5
66.0	1.871832508427146E-5
67.0	1.871832508427146E-5
68.0	4.679581271067865E-6
69.0	0.0
70.0	1.5598604236892883E-6
71.0	1.5598604236892883E-6
72.0	4.679581271067865E-6
73.0	0.0
74.0	1.5598604236892883E-6
75.0	6.239441694757153E-6
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	3.1197208473785766E-6
85.0	0.0
86.0	0.0
87.0	0.0
88.0	1.5598604236892883E-6
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	1.5598604236892883E-6
95.0	0.0
96.0	0.0
97.0	1.5598604236892883E-6
98.0	0.0
99.0	0.0
100.0	3.1197208473785766E-6
