#Mapping quality	mapping quality
0.0	231518.0
1.0	141861.0
2.0	49039.0
3.0	30741.0
4.0	25019.0
5.0	22260.0
6.0	20998.0
7.0	21263.0
8.0	24353.0
9.0	30959.0
10.0	36529.0
11.0	27356.0
12.0	20433.0
13.0	18513.0
14.0	17559.0
15.0	17792.0
16.0	18577.0
17.0	18488.0
18.0	18459.0
19.0	17594.0
20.0	16379.0
21.0	17059.0
22.0	17398.0
23.0	13957.0
24.0	12973.0
25.0	12677.0
26.0	13711.0
27.0	13861.0
28.0	14282.0
29.0	13561.0
30.0	15114.0
31.0	15110.0
32.0	15600.0
33.0	17769.0
34.0	20219.0
35.0	24434.0
36.0	31869.0
37.0	49352.0
38.0	104408.0
39.0	277699.0
40.0	819482.0
41.0	2154121.0
42.0	3968289.0
43.0	3542141.0
44.0	70552.0
