#Coverage	Number of genomic locations
1658.0	17.0
1659.0	15.0
1660.0	10.0
1661.0	18.0
1662.0	16.0
1663.0	11.0
1664.0	11.0
1665.0	18.0
1666.0	18.0
1667.0	14.0
1668.0	14.0
1669.0	19.0
1670.0	10.0
1671.0	14.0
1672.0	9.0
1673.0	14.0
1674.0	17.0
1675.0	21.0
1676.0	13.0
1677.0	10.0
1678.0	26.0
1679.0	11.0
1680.0	7.0
1681.0	14.0
1682.0	18.0
1683.0	12.0
1684.0	15.0
1685.0	24.0
1686.0	13.0
1687.0	20.0
1688.0	11.0
1689.0	15.0
1690.0	11.0
1691.0	17.0
1692.0	6.0
1693.0	10.0
1694.0	11.0
1695.0	16.0
1696.0	8.0
1697.0	9.0
1698.0	11.0
1699.0	10.0
1700.0	15.0
1701.0	11.0
1702.0	10.0
1703.0	21.0
1704.0	13.0
1705.0	5.0
1706.0	13.0
1707.0	11.0
1708.0	9.0
1709.0	7.0
1710.0	13.0
1711.0	14.0
1712.0	9.0
1713.0	8.0
1714.0	12.0
1715.0	11.0
1716.0	10.0
1717.0	5.0
1718.0	11.0
1719.0	22.0
1720.0	16.0
1721.0	15.0
1722.0	15.0
1723.0	13.0
1724.0	7.0
1725.0	13.0
1726.0	10.0
1727.0	18.0
1728.0	11.0
1729.0	19.0
1730.0	13.0
1731.0	10.0
1732.0	16.0
1733.0	10.0
1734.0	12.0
1735.0	10.0
1736.0	14.0
1737.0	12.0
1738.0	12.0
1739.0	8.0
1740.0	16.0
1741.0	14.0
1742.0	14.0
1743.0	13.0
1744.0	13.0
1745.0	13.0
1746.0	19.0
1747.0	16.0
1748.0	16.0
1749.0	14.0
1750.0	12.0
1751.0	13.0
1752.0	14.0
1753.0	11.0
1754.0	15.0
1755.0	12.0
1756.0	8.0
1757.0	12.0
1758.0	12.0
1759.0	11.0
1760.0	19.0
1761.0	18.0
1762.0	14.0
1763.0	8.0
1764.0	16.0
1765.0	17.0
1766.0	10.0
1767.0	20.0
1768.0	21.0
1769.0	15.0
1770.0	13.0
1771.0	12.0
1772.0	15.0
1773.0	11.0
1774.0	14.0
1775.0	13.0
1776.0	24.0
1777.0	12.0
1778.0	17.0
1779.0	22.0
1780.0	12.0
1781.0	12.0
1782.0	13.0
1783.0	12.0
1784.0	26.0
1785.0	22.0
1786.0	14.0
1787.0	13.0
1788.0	14.0
1789.0	18.0
1790.0	22.0
1791.0	12.0
1792.0	22.0
1793.0	14.0
1794.0	13.0
1795.0	16.0
1796.0	14.0
1797.0	15.0
1798.0	16.0
1799.0	12.0
1800.0	12.0
1801.0	20.0
1802.0	11.0
1803.0	19.0
1804.0	8.0
1805.0	10.0
1806.0	8.0
1807.0	11.0
1808.0	7.0
1809.0	10.0
1810.0	7.0
1811.0	4.0
1812.0	9.0
1813.0	14.0
1814.0	6.0
1815.0	9.0
1816.0	14.0
1817.0	6.0
1818.0	9.0
1819.0	10.0
1820.0	8.0
1821.0	12.0
1822.0	9.0
1823.0	9.0
1824.0	6.0
1825.0	10.0
1826.0	14.0
1827.0	5.0
1828.0	12.0
1829.0	13.0
1830.0	17.0
1831.0	8.0
1832.0	1.0
1833.0	7.0
1834.0	6.0
1835.0	4.0
1836.0	7.0
1837.0	15.0
1838.0	11.0
1839.0	5.0
1840.0	4.0
1841.0	11.0
1842.0	11.0
1843.0	9.0
1844.0	16.0
1845.0	12.0
1846.0	15.0
1847.0	5.0
1848.0	10.0
1849.0	8.0
1850.0	8.0
1851.0	7.0
1852.0	8.0
1853.0	8.0
1854.0	8.0
1855.0	8.0
1856.0	9.0
1857.0	5.0
1858.0	10.0
1859.0	12.0
1860.0	9.0
1861.0	6.0
1862.0	7.0
1863.0	7.0
1864.0	5.0
1865.0	5.0
1866.0	3.0
1867.0	6.0
1868.0	5.0
1869.0	2.0
1870.0	6.0
1871.0	6.0
1872.0	7.0
1873.0	9.0
1874.0	3.0
1875.0	3.0
1876.0	4.0
1877.0	5.0
1878.0	4.0
1879.0	2.0
1880.0	4.0
1881.0	4.0
1882.0	2.0
1883.0	2.0
1884.0	3.0
1885.0	5.0
1886.0	2.0
1887.0	1.0
1888.0	3.0
1889.0	5.0
1890.0	4.0
1891.0	2.0
1892.0	5.0
1893.0	4.0
1894.0	4.0
1895.0	6.0
1896.0	7.0
1897.0	6.0
1898.0	10.0
1899.0	4.0
1900.0	9.0
1901.0	1.0
1902.0	7.0
1903.0	3.0
1904.0	2.0
1905.0	2.0
1906.0	3.0
1907.0	6.0
1908.0	3.0
1909.0	9.0
1910.0	8.0
1911.0	2.0
1912.0	1.0
1913.0	8.0
1914.0	4.0
1915.0	4.0
1916.0	11.0
1917.0	3.0
1918.0	3.0
1919.0	1.0
1920.0	5.0
1921.0	4.0
1922.0	2.0
1923.0	1.0
1924.0	4.0
1925.0	3.0
1926.0	3.0
1927.0	6.0
1928.0	3.0
1929.0	1.0
1930.0	7.0
1931.0	4.0
1933.0	5.0
1934.0	4.0
1935.0	2.0
1936.0	4.0
1937.0	3.0
1938.0	2.0
1939.0	1.0
1940.0	3.0
1941.0	4.0
1942.0	8.0
1943.0	1.0
1944.0	2.0
1945.0	4.0
1947.0	2.0
1948.0	2.0
1949.0	3.0
1950.0	3.0
1951.0	5.0
1952.0	5.0
1953.0	4.0
1954.0	2.0
1955.0	7.0
1956.0	2.0
1957.0	6.0
1958.0	5.0
1959.0	3.0
1960.0	7.0
1961.0	3.0
1962.0	1.0
1963.0	1.0
1964.0	4.0
1965.0	4.0
1966.0	6.0
1967.0	5.0
1968.0	4.0
1969.0	3.0
1970.0	4.0
1971.0	7.0
1973.0	4.0
1974.0	5.0
1975.0	2.0
1976.0	7.0
1977.0	2.0
1978.0	3.0
1979.0	5.0
1980.0	2.0
1981.0	4.0
1982.0	1.0
1983.0	3.0
1984.0	5.0
1985.0	7.0
1986.0	5.0
1987.0	2.0
1988.0	4.0
1989.0	2.0
1990.0	3.0
1991.0	3.0
1992.0	3.0
1993.0	2.0
1994.0	3.0
1995.0	2.0
1996.0	3.0
1997.0	4.0
1998.0	3.0
1999.0	1.0
2000.0	5.0
2001.0	3.0
2002.0	1.0
2003.0	5.0
2004.0	3.0
2005.0	1.0
2007.0	3.0
2008.0	3.0
2009.0	6.0
2010.0	2.0
2011.0	4.0
2012.0	2.0
2013.0	2.0
2014.0	3.0
2015.0	2.0
2016.0	2.0
2017.0	5.0
2018.0	5.0
2019.0	4.0
2021.0	2.0
2022.0	3.0
2023.0	7.0
2024.0	1.0
2025.0	3.0
2026.0	6.0
2027.0	2.0
2028.0	5.0
2029.0	5.0
2030.0	4.0
2031.0	4.0
2032.0	5.0
2033.0	3.0
2034.0	2.0
2035.0	3.0
2036.0	1.0
2037.0	4.0
2038.0	1.0
2039.0	3.0
2040.0	4.0
2041.0	3.0
2042.0	9.0
2043.0	4.0
2044.0	1.0
2045.0	3.0
2046.0	6.0
2047.0	3.0
2048.0	4.0
2049.0	6.0
2051.0	2.0
2052.0	2.0
2053.0	6.0
2054.0	7.0
2055.0	3.0
2056.0	4.0
2057.0	7.0
2058.0	2.0
2059.0	4.0
2060.0	2.0
2061.0	1.0
2062.0	2.0
2063.0	3.0
2064.0	9.0
2065.0	3.0
2066.0	1.0
2067.0	3.0
2068.0	2.0
2069.0	4.0
2070.0	10.0
2071.0	6.0
2072.0	3.0
2073.0	2.0
2074.0	4.0
2075.0	2.0
2076.0	4.0
2077.0	6.0
2078.0	4.0
2079.0	6.0
2081.0	2.0
2082.0	4.0
2083.0	2.0
2084.0	2.0
2085.0	4.0
2086.0	4.0
2087.0	4.0
2088.0	6.0
2089.0	5.0
2090.0	3.0
2091.0	6.0
2092.0	3.0
2093.0	4.0
2094.0	3.0
2095.0	3.0
2096.0	3.0
2097.0	2.0
2098.0	1.0
2099.0	8.0
2100.0	1.0
2101.0	3.0
2102.0	1.0
2103.0	4.0
2104.0	2.0
2105.0	5.0
2106.0	4.0
2107.0	6.0
2108.0	2.0
2109.0	4.0
2110.0	2.0
2111.0	2.0
2112.0	3.0
2113.0	2.0
2114.0	8.0
2115.0	7.0
2116.0	4.0
2117.0	4.0
2118.0	4.0
2119.0	3.0
2120.0	3.0
2121.0	1.0
2122.0	3.0
2123.0	1.0
2124.0	3.0
2125.0	5.0
2126.0	5.0
2127.0	2.0
2128.0	7.0
2129.0	3.0
2130.0	2.0
2131.0	5.0
2132.0	2.0
2133.0	6.0
2134.0	1.0
2135.0	2.0
2136.0	1.0
2137.0	4.0
2138.0	3.0
2140.0	2.0
2141.0	3.0
2143.0	3.0
2144.0	1.0
2146.0	2.0
2150.0	1.0
2151.0	1.0
2152.0	3.0
2153.0	2.0
2155.0	1.0
2156.0	1.0
2159.0	1.0
2160.0	2.0
2163.0	1.0
2165.0	1.0
2166.0	1.0
2170.0	1.0
2171.0	1.0
2172.0	1.0
2175.0	1.0
2177.0	2.0
2178.0	1.0
2179.0	2.0
2181.0	3.0
2182.0	1.0
2184.0	1.0
2185.0	2.0
2186.0	2.0
2189.0	2.0
2190.0	1.0
2220.0	1.0
2227.0	1.0
2230.0	1.0
2231.0	1.0
2234.0	1.0
2236.0	2.0
2238.0	2.0
2241.0	1.0
2244.0	2.0
2245.0	1.0
2252.0	2.0
2253.0	1.0
2255.0	2.0
2265.0	1.0
2267.0	1.0
2270.0	1.0
2271.0	1.0
2273.0	1.0
2274.0	1.0
2276.0	1.0
2278.0	1.0
2279.0	1.0
2281.0	1.0
2286.0	1.0
2288.0	2.0
2295.0	1.0
2309.0	1.0
2316.0	1.0
2321.0	1.0
2326.0	1.0
2328.0	1.0
2330.0	1.0
2336.0	1.0
2338.0	1.0
2340.0	1.0
2349.0	2.0
2366.0	1.0
2369.0	1.0
2403.0	1.0
2405.0	1.0
2408.0	1.0
2422.0	1.0
2432.0	1.0
2435.0	1.0
2441.0	1.0
2444.0	1.0
2445.0	1.0
2449.0	1.0
2464.0	1.0
2469.0	1.0
2471.0	1.0
2475.0	1.0
2482.0	1.0
2483.0	2.0
2484.0	1.0
2485.0	1.0
2486.0	1.0
2490.0	1.0
2492.0	1.0
2493.0	1.0
2499.0	1.0
2500.0	2.0
2511.0	1.0
2518.0	1.0
2521.0	1.0
2523.0	1.0
2524.0	2.0
2533.0	1.0
2565.0	1.0
2570.0	1.0
2576.0	1.0
2581.0	1.0
2582.0	2.0
2584.0	1.0
2591.0	1.0
2593.0	1.0
2596.0	1.0
2599.0	1.0
2619.0	1.0
2648.0	1.0
2662.0	1.0
2668.0	1.0
2674.0	2.0
2685.0	1.0
2693.0	1.0
2701.0	1.0
2708.0	1.0
2736.0	1.0
2744.0	1.0
2793.0	1.0
2800.0	1.0
2819.0	1.0
2826.0	1.0
2829.0	1.0
2832.0	1.0
2834.0	1.0
2846.0	1.0
2881.0	1.0
2883.0	1.0
2887.0	1.0
2892.0	1.0
2902.0	1.0
2907.0	1.0
2910.0	1.0
2917.0	1.0
2919.0	1.0
2922.0	1.0
2925.0	1.0
2928.0	1.0
2929.0	1.0
2947.0	1.0
2951.0	1.0
2956.0	1.0
2957.0	1.0
2959.0	1.0
2964.0	1.0
2972.0	1.0
2975.0	1.0
2977.0	1.0
2979.0	2.0
2980.0	1.0
2981.0	1.0
2982.0	1.0
2983.0	2.0
2984.0	1.0
2986.0	1.0
2987.0	2.0
2990.0	1.0
2991.0	2.0
2993.0	1.0
2996.0	1.0
2999.0	1.0
3000.0	1.0
3004.0	1.0
3005.0	2.0
3006.0	1.0
3008.0	1.0
3010.0	1.0
3011.0	1.0
3013.0	1.0
3015.0	1.0
3020.0	1.0
3021.0	1.0
3022.0	1.0
3023.0	1.0
3026.0	1.0
3027.0	1.0
3030.0	1.0
3031.0	1.0
3033.0	1.0
3034.0	1.0
3035.0	1.0
3037.0	1.0
3044.0	1.0
3048.0	1.0
3050.0	1.0
3054.0	2.0
3058.0	1.0
3063.0	1.0
3065.0	1.0
3066.0	1.0
3068.0	3.0
3074.0	1.0
3077.0	1.0
3078.0	2.0
3080.0	1.0
3081.0	1.0
3093.0	1.0
3097.0	2.0
3100.0	1.0
3101.0	1.0
3103.0	1.0
3107.0	1.0
3135.0	1.0
3137.0	1.0
3138.0	1.0
3139.0	2.0
3143.0	1.0
3147.0	1.0
3148.0	1.0
3150.0	1.0
3154.0	1.0
3155.0	2.0
3158.0	1.0
3162.0	1.0
3163.0	1.0
3167.0	2.0
3173.0	1.0
3174.0	1.0
3198.0	2.0
3209.0	1.0
3214.0	1.0
3220.0	1.0
3221.0	2.0
3222.0	1.0
3224.0	2.0
3226.0	1.0
3227.0	1.0
3228.0	2.0
3230.0	1.0
3233.0	2.0
3234.0	1.0
3235.0	2.0
3237.0	2.0
3238.0	1.0
3240.0	1.0
3243.0	2.0
3244.0	1.0
3245.0	1.0
3250.0	3.0
3251.0	1.0
3253.0	2.0
3254.0	2.0
3258.0	1.0
3259.0	1.0
3271.0	1.0
3273.0	1.0
3279.0	1.0
3283.0	1.0
3285.0	1.0
3286.0	1.0
3289.0	1.0
3291.0	1.0
3292.0	1.0
3295.0	2.0
3297.0	2.0
3300.0	1.0
3301.0	1.0
3303.0	1.0
3304.0	2.0
3305.0	2.0
3308.0	1.0
3309.0	1.0
3313.0	1.0
3315.0	1.0
3323.0	1.0
3324.0	1.0
3330.0	1.0
3334.0	1.0
3343.0	1.0
3345.0	1.0
3346.0	1.0
3348.0	1.0
3351.0	1.0
3352.0	1.0
3354.0	1.0
3355.0	1.0
3358.0	1.0
3361.0	1.0
3362.0	1.0
3365.0	1.0
3367.0	2.0
3368.0	1.0
3369.0	1.0
3370.0	2.0
3371.0	1.0
3372.0	1.0
3375.0	1.0
3376.0	1.0
3378.0	1.0
3379.0	1.0
3380.0	1.0
3381.0	2.0
3382.0	1.0
3385.0	1.0
3387.0	1.0
3389.0	1.0
3390.0	1.0
3391.0	1.0
3394.0	1.0
3396.0	1.0
3398.0	1.0
3399.0	2.0
3400.0	3.0
3401.0	1.0
3403.0	2.0
3404.0	2.0
3406.0	1.0
3407.0	1.0
3409.0	2.0
3411.0	2.0
3412.0	1.0
3413.0	1.0
3417.0	1.0
3418.0	1.0
3419.0	2.0
3421.0	1.0
3422.0	2.0
3423.0	1.0
3424.0	1.0
3426.0	1.0
3428.0	1.0
3429.0	1.0
3439.0	1.0
3441.0	1.0
3442.0	1.0
3455.0	2.0
3457.0	1.0
3466.0	1.0
3467.0	2.0
3471.0	1.0
3477.0	1.0
3481.0	1.0
3483.0	1.0
3520.0	2.0
3542.0	1.0
3549.0	1.0
3555.0	1.0
3556.0	1.0
3557.0	1.0
3558.0	1.0
3559.0	1.0
3563.0	1.0
3565.0	2.0
3566.0	1.0
3580.0	1.0
3589.0	1.0
3594.0	1.0
3609.0	1.0
3634.0	1.0
3644.0	1.0
3647.0	1.0
3649.0	1.0
3652.0	1.0
3657.0	1.0
3668.0	1.0
3671.0	1.0
3688.0	1.0
3695.0	1.0
3718.0	1.0
3728.0	1.0
3732.0	1.0
3775.0	1.0
3778.0	1.0
3787.0	1.0
3897.0	1.0
3913.0	1.0
3916.0	1.0
3924.0	1.0
3930.0	1.0
